timestamp,safety_switch_available,safety_off,override_available,override_enabled
382521915,1,1,0,0
383544992,1,1,0,0
384568308,1,1,0,0
385590908,1,1,0,0
386613996,1,1,0,0
387636908,1,1,0,0
388659908,1,1,0,0
389684476,1,1,0,0
390705933,1,1,0,0
391729114,1,1,0,0
392751908,1,1,0,0
393775037,1,1,0,0
394797951,1,1,0,0
395821929,1,1,0,0
396844327,1,1,0,0
397866908,1,1,0,0
398889911,1,1,0,0
399912908,1,1,0,0
400935908,1,1,0,0
401958908,1,1,0,0
402982100,1,1,0,0
404004951,1,1,0,0
405027909,1,1,0,0
406051536,1,1,0,0
407075626,1,1,0,0
408096908,1,1,0,0
409119909,1,1,0,0
