timestamp,safety_switch_available,safety_off,override_available,override_enabled
652594484,1,1,0,0
653616912,1,1,0,0
654639910,1,1,0,0
655662908,1,1,0,0
656686072,1,1,0,0
657710211,1,1,0,0
658731908,1,1,0,0
659754993,1,1,0,0
660778036,1,1,0,0
661800908,1,1,0,0
662823908,1,1,0,0
663846911,1,1,0,0
664869908,1,1,0,0
665892908,1,1,0,0
666915908,1,1,0,0
667939094,1,1,0,0
668962682,1,1,0,0
669984951,1,1,0,0
671007916,1,1,0,0
672030911,1,1,0,0
673056981,1,1,0,0
674076959,1,1,0,0
675102102,1,1,0,0
676122911,1,1,0,0
677145911,1,1,0,0
678169157,1,1,0,0
679191933,1,1,0,0
680214951,1,1,0,0
681237908,1,1,0,0
682260908,1,1,0,0
683283918,1,1,0,0
