timestamp,safety_switch_available,safety_off,override_available,override_enabled
1233123125,1,1,0,0
1234144908,1,1,0,0
1235167905,1,1,0,0
1236190905,1,1,0,0
1237213952,1,1,0,0
1238236909,1,1,0,0
1239260000,1,1,0,0
1240282905,1,1,0,0
1241306159,1,1,0,0
1242328905,1,1,0,0
1243351909,1,1,0,0
1244375096,1,1,0,0
1245397908,1,1,0,0
1246420909,1,1,0,0
1247444166,1,1,0,0
1248466905,1,1,0,0
1249489905,1,1,0,0
1250512997,1,1,0,0
1251536498,1,1,0,0
1252558905,1,1,0,0
1253581997,1,1,0,0
1254606477,1,1,0,0
1255627948,1,1,0,0
1256650914,1,1,0,0
1257674985,1,1,0,0
1258696906,1,1,0,0
1259719905,1,1,0,0
1260742912,1,1,0,0
1261768272,1,1,0,0
1262788905,1,1,0,0
1263812654,1,1,0,0
1264834909,1,1,0,0
1265857908,1,1,0,0
1266880908,1,1,0,0
1267904158,1,1,0,0
1268926913,1,1,0,0
1269949905,1,1,0,0
1270974276,1,1,0,0
1271995905,1,1,0,0
1273018905,1,1,0,0
1274041944,1,1,0,0
1275064915,1,1,0,0
1276087919,1,1,0,0
1277112523,1,1,0,0
1278133951,1,1,0,0
1279156905,1,1,0,0
1280179905,1,1,0,0
1281202908,1,1,0,0
1282225929,1,1,0,0
1283249264,1,1,0,0
1284271905,1,1,0,0
1285295125,1,1,0,0
1286317905,1,1,0,0
1287340905,1,1,0,0
1288364082,1,1,0,0
1289386915,1,1,0,0
1290409948,1,1,0,0
1291432942,1,1,0,0
1292455910,1,1,0,0
1293478905,1,1,0,0
1294501919,1,1,0,0
1295525823,1,1,0,0
1296547909,1,1,0,0
1297570911,1,1,0,0
1298593954,1,1,0,0
1299617087,1,1,0,0
1300639906,1,1,0,0
1301663131,1,1,0,0
1302687530,1,1,0,0
1303708905,1,1,0,0
1304731905,1,1,0,0
1305754923,1,1,0,0
1306777905,1,1,0,0
1307800905,1,1,0,0
1308825178,1,1,0,0
1309846905,1,1,0,0
1310869905,1,1,0,0
1311892905,1,1,0,0
1312915905,1,1,0,0
1313939138,1,1,0,0
