timestamp,safety_switch_available,safety_off,override_available,override_enabled
278404650,1,1,0,0
279414560,1,1,0,0
280424440,1,1,0,0
281429355,1,1,0,0
282444217,1,1,0,0
283464029,1,1,0,0
284478916,1,1,0,0
285486294,1,1,0,0
286493712,1,1,0,0
287501075,1,1,0,0
288508479,1,1,0,0
289515802,1,1,0,0
290528191,1,1,0,0
291540732,1,1,0,0
292545536,1,1,0,0
293560429,1,1,0,0
294572690,1,1,0,0
295585169,1,1,0,0
296592451,1,1,0,0
297604913,1,1,0,0
298622236,1,1,0,0
299634623,1,1,0,0
300639538,1,1,0,0
301649369,1,1,0,0
302654302,1,1,0,0
303669187,1,1,0,0
304676501,1,1,0,0
305693897,1,1,0,0
306696566,1,1,0,0
307703689,1,1,0,0
308713603,1,1,0,0
309728474,1,1,0,0
