timestamp,safety_switch_available,safety_off,override_available,override_enabled
1791637339,1,1,0,0
1792652581,1,1,0,0
1793657607,1,1,0,0
1794667750,1,1,0,0
1795677749,1,1,0,0
1796685342,1,1,0,0
1797688135,1,1,0,0
1798692988,1,1,0,0
1799698076,1,1,0,0
1800705578,1,1,0,0
1801708326,1,1,0,0
1802715783,1,1,0,0
1803728364,1,1,0,0
1804740919,1,1,0,0
1805758514,1,1,0,0
1806766156,1,1,0,0
1807778746,1,1,0,0
1808786294,1,1,0,0
1809796330,1,1,0,0
1810806449,1,1,0,0
1811819147,1,1,0,0
1812841704,1,1,0,0
1813856686,1,1,0,0
1814856893,1,1,0,0
1815866815,1,1,0,0
1816869494,1,1,0,0
1817876947,1,1,0,0
1818884523,1,1,0,0
1819894662,1,1,0,0
1820899920,1,1,0,0
1821914721,1,1,0,0
1822922284,1,1,0,0
1823927490,1,1,0,0
1824945036,1,1,0,0
