timestamp,safety_switch_available,safety_off,override_available,override_enabled
1685610388,1,1,0,0
1686628150,1,1,0,0
1687635733,1,1,0,0
1688648367,1,1,0,0
1689656059,1,1,0,0
1690671106,1,1,0,0
1691678773,1,1,0,0
1692688953,1,1,0,0
1693699187,1,1,0,0
1694706805,1,1,0,0
1695724286,1,1,0,0
1696726896,1,1,0,0
1697739838,1,1,0,0
1698752220,1,1,0,0
1699754892,1,1,0,0
1700772551,1,1,0,0
1701775102,1,1,0,0
1702785188,1,1,0,0
1703787802,1,1,0,0
1704797975,1,1,0,0
1705810569,1,1,0,0
1706815773,1,1,0,0
1707833374,1,1,0,0
1708843456,1,1,0,0
1709851091,1,1,0,0
1710863750,1,1,0,0
1711871334,1,1,0,0
1712886551,1,1,0,0
1713904182,1,1,0,0
1714904241,1,1,0,0
1715914339,1,1,0,0
1716916972,1,1,0,0
1717919752,1,1,0,0
1718929812,1,1,0,0
1719942317,1,1,0,0
1720954946,1,1,0,0
1721962562,1,1,0,0
1722965180,1,1,0,0
1723967721,1,1,0,0
1724975388,1,1,0,0
1725993024,1,1,0,0
1727005601,1,1,0,0
1728013210,1,1,0,0
1729025928,1,1,0,0
1730035954,1,1,0,0
