timestamp,safety_switch_available,safety_off,override_available,override_enabled
670473872,1,1,0,0
671494911,1,1,0,0
672517914,1,1,0,0
673540921,1,1,0,0
674563950,1,1,0,0
675586905,1,1,0,0
676609906,1,1,0,0
677632905,1,1,0,0
678655908,1,1,0,0
679678905,1,1,0,0
680702018,1,1,0,0
681725949,1,1,0,0
682747905,1,1,0,0
683770926,1,1,0,0
684793952,1,1,0,0
685816905,1,1,0,0
686839905,1,1,0,0
687864352,1,1,0,0
688885908,1,1,0,0
689908905,1,1,0,0
690931905,1,1,0,0
691954906,1,1,0,0
692977905,1,1,0,0
694000909,1,1,0,0
695024198,1,1,0,0
696046905,1,1,0,0
697070985,1,1,0,0
698092910,1,1,0,0
699116857,1,1,0,0
700138905,1,1,0,0
701161905,1,1,0,0
702185078,1,1,0,0
703207915,1,1,0,0
704230922,1,1,0,0
705253957,1,1,0,0
706276912,1,1,0,0
707299908,1,1,0,0
708322949,1,1,0,0
709346126,1,1,0,0
710368908,1,1,0,0
711392060,1,1,0,0
712415133,1,1,0,0
713437905,1,1,0,0
714460905,1,1,0,0
715484349,1,1,0,0
716507055,1,1,0,0
717529905,1,1,0,0
718552918,1,1,0,0
719575905,1,1,0,0
720598905,1,1,0,0
721621905,1,1,0,0
722645958,1,1,0,0
723667928,1,1,0,0
