timestamp,safety_switch_available,safety_off,override_available,override_enabled
717042908,1,1,0,0
718066116,1,1,0,0
719088921,1,1,0,0
720111908,1,1,0,0
721135161,1,1,0,0
722157947,1,1,0,0
723180908,1,1,0,0
724204176,1,1,0,0
725226911,1,1,0,0
726249908,1,1,0,0
727272935,1,1,0,0
728296157,1,1,0,0
729318911,1,1,0,0
730341908,1,1,0,0
731364951,1,1,0,0
732387908,1,1,0,0
733410951,1,1,0,0
734434195,1,1,0,0
735456908,1,1,0,0
736479911,1,1,0,0
737502908,1,1,0,0
738525908,1,1,0,0
739549654,1,1,0,0
740573527,1,1,0,0
741594951,1,1,0,0
742617908,1,1,0,0
743640908,1,1,0,0
744663911,1,1,0,0
745686925,1,1,0,0
746711513,1,1,0,0
