timestamp,safety_switch_available,safety_off,override_available,override_enabled
41852564,1,1,0,0
42854621,1,1,0,0
43869190,1,1,0,0
44871232,1,1,0,0
45883460,1,1,0,0
46903010,1,1,0,0
47922514,1,1,0,0
48939703,1,1,0,0
49959205,1,1,0,0
50968748,1,1,0,0
51980906,1,1,0,0
52995529,1,1,0,0
54012655,1,1,0,0
55027180,1,1,0,0
56039295,1,1,0,0
57046320,1,1,0,0
58058413,1,1,0,0
59070676,1,1,0,0
60080163,1,1,0,0
61092296,1,1,0,0
62111923,1,1,0,0
63118943,1,1,0,0
64126142,1,1,0,0
65138413,1,1,0,0
66155349,1,1,0,0
67169998,1,1,0,0
68189541,1,1,0,0
69196681,1,1,0,0
70206329,1,1,0,0
71213469,1,1,0,0
72228062,1,1,0,0
73232680,1,1,0,0
74249849,1,1,0,0
