timestamp,safety_switch_available,safety_off,override_available,override_enabled
210743479,1,1,0,0
211758410,1,1,0,0
212763247,1,1,0,0
213775539,1,1,0,0
214785497,1,1,0,0
215805307,1,1,0,0
216815138,1,1,0,0
217822518,1,1,0,0
218824823,1,1,0,0
219832176,1,1,0,0
220849560,1,1,0,0
221854416,1,1,0,0
222859304,1,1,0,0
223866827,1,1,0,0
224874046,1,1,0,0
225891371,1,1,0,0
226898788,1,1,0,0
227911126,1,1,0,0
228921043,1,1,0,0
229930952,1,1,0,0
230938338,1,1,0,0
231945598,1,1,0,0
232955647,1,1,0,0
233960259,1,1,0,0
234972687,1,1,0,0
235982605,1,1,0,0
236994940,1,1,0,0
238012380,1,1,0,0
239024681,1,1,0,0
240029540,1,1,0,0
241036848,1,1,0,0
