timestamp,safety_switch_available,safety_off,override_available,override_enabled
1507285906,1,1,0,0
1508308909,1,1,0,0
1509331909,1,1,0,0
1510355341,1,1,0,0
1511377905,1,1,0,0
1512400905,1,1,0,0
1513423949,1,1,0,0
1514446915,1,1,0,0
1515469913,1,1,0,0
1516492905,1,1,0,0
1517515905,1,1,0,0
1518538908,1,1,0,0
1519561911,1,1,0,0
1520584905,1,1,0,0
1521607929,1,1,0,0
1522631718,1,1,0,0
1523653990,1,1,0,0
1524676930,1,1,0,0
1525699905,1,1,0,0
1526722932,1,1,0,0
1527745991,1,1,0,0
1528768954,1,1,0,0
1529791948,1,1,0,0
1530814994,1,1,0,0
1531837905,1,1,0,0
1532860905,1,1,0,0
1533884145,1,1,0,0
1534909438,1,1,0,0
1535929909,1,1,0,0
1536953000,1,1,0,0
1537975909,1,1,0,0
1538998905,1,1,0,0
1540021981,1,1,0,0
1541045992,1,1,0,0
1542068914,1,1,0,0
1543091023,1,1,0,0
1544113952,1,1,0,0
1545136958,1,1,0,0
1546159993,1,1,0,0
1547183980,1,1,0,0
1548205905,1,1,0,0
1549229055,1,1,0,0
1550251909,1,1,0,0
1551274905,1,1,0,0
1552298031,1,1,0,0
1553320905,1,1,0,0
1554343952,1,1,0,0
1555367118,1,1,0,0
1556389905,1,1,0,0
1557412909,1,1,0,0
1558436238,1,1,0,0
1559458916,1,1,0,0
1560481905,1,1,0,0
1561505078,1,1,0,0
1562530554,1,1,0,0
1563550906,1,1,0,0
1564574243,1,1,0,0
1565596905,1,1,0,0
1566619908,1,1,0,0
1567643105,1,1,0,0
1568665905,1,1,0,0
1569688908,1,1,0,0
1570712048,1,1,0,0
1571735562,1,1,0,0
1572757910,1,1,0,0
1573781084,1,1,0,0
1574803952,1,1,0,0
1575826907,1,1,0,0
1576850048,1,1,0,0
1577873537,1,1,0,0
1578896148,1,1,0,0
1579919063,1,1,0,0
1580941908,1,1,0,0
1581964905,1,1,0,0
1582988037,1,1,0,0
1584010909,1,1,0,0
1585033993,1,1,0,0
1586056981,1,1,0,0
1587079905,1,1,0,0
1588102947,1,1,0,0
1589129383,1,1,0,0
1590148909,1,1,0,0
1591171905,1,1,0,0
1592194905,1,1,0,0
1593217905,1,1,0,0
1594240905,1,1,0,0
1595263955,1,1,0,0
1596286905,1,1,0,0
1597310465,1,1,0,0
1598332905,1,1,0,0
1599355908,1,1,0,0
1600379032,1,1,0,0
1601401908,1,1,0,0
1602425610,1,1,0,0
1603448651,1,1,0,0
1604470905,1,1,0,0
1605494045,1,1,0,0
1606516905,1,1,0,0
1607539909,1,1,0,0
1608563013,1,1,0,0
1609590542,1,1,0,0
1610608905,1,1,0,0
1611631905,1,1,0,0
1612654905,1,1,0,0
1613677905,1,1,0,0
1614701113,1,1,0,0
1615725153,1,1,0,0
1616748016,1,1,0,0
1617770077,1,1,0,0
1618792909,1,1,0,0
1619815905,1,1,0,0
1620838943,1,1,0,0
1621862854,1,1,0,0
1622884909,1,1,0,0
1623907958,1,1,0,0
1624930905,1,1,0,0
1625953952,1,1,0,0
1626976905,1,1,0,0
1627999911,1,1,0,0
1629024432,1,1,0,0
1630045906,1,1,0,0
1631068905,1,1,0,0
1632091937,1,1,0,0
1633115224,1,1,0,0
1634137905,1,1,0,0
1635161130,1,1,0,0
1636183952,1,1,0,0
1637206905,1,1,0,0
1638229912,1,1,0,0
1639252912,1,1,0,0
1640276117,1,1,0,0
1641298905,1,1,0,0
1642321905,1,1,0,0
1643344939,1,1,0,0
1644367909,1,1,0,0
1645390911,1,1,0,0
1646413953,1,1,0,0
1647436905,1,1,0,0
1648460370,1,1,0,0
1649482905,1,1,0,0
1650505905,1,1,0,0
1651528963,1,1,0,0
1652551905,1,1,0,0
1653575062,1,1,0,0
1654598086,1,1,0,0
1655620905,1,1,0,0
1656644198,1,1,0,0
1657666908,1,1,0,0
1658689905,1,1,0,0
1659713974,1,1,0,0
1660736922,1,1,0,0
1661758905,1,1,0,0
1662781937,1,1,0,0
1663804905,1,1,0,0
1664827907,1,1,0,0
