timestamp,safety_switch_available,safety_off,override_available,override_enabled
787629908,1,1,0,0
788652911,1,1,0,0
789675908,1,1,0,0
790698908,1,1,0,0
791721911,1,1,0,0
792745118,1,1,0,0
793769521,1,1,0,0
794790908,1,1,0,0
795813967,1,1,0,0
796836908,1,1,0,0
797859908,1,1,0,0
798882911,1,1,0,0
799905951,1,1,0,0
800929034,1,1,0,0
801951910,1,1,0,0
802974996,1,1,0,0
803998295,1,1,0,0
805021192,1,1,0,0
806043916,1,1,0,0
807066953,1,1,0,0
808089998,1,1,0,0
809112908,1,1,0,0
810136781,1,1,0,0
811158908,1,1,0,0
812181908,1,1,0,0
813204951,1,1,0,0
814227908,1,1,0,0
815251014,1,1,0,0
816275254,1,1,0,0
817296910,1,1,0,0
818319908,1,1,0,0
819342914,1,1,0,0
