timestamp,safety_switch_available,safety_off,override_available,override_enabled
18333997,1,1,0,0
19356914,1,1,0,0
20379908,1,1,0,0
21403077,1,1,0,0
22426068,1,1,0,0
23448910,1,1,0,0
24471912,1,1,0,0
25494992,1,1,0,0
26517908,1,1,0,0
27542241,1,1,0,0
28563911,1,1,0,0
29586908,1,1,0,0
30609908,1,1,0,0
31633358,1,1,0,0
32656343,1,1,0,0
33678951,1,1,0,0
34701911,1,1,0,0
35724951,1,1,0,0
36747908,1,1,0,0
37770908,1,1,0,0
38794026,1,1,0,0
39816908,1,1,0,0
40839908,1,1,0,0
41863131,1,1,0,0
42885911,1,1,0,0
43908975,1,1,0,0
44931908,1,1,0,0
45954951,1,1,0,0
46978642,1,1,0,0
48000908,1,1,0,0
49023985,1,1,0,0
50046912,1,1,0,0
