timestamp,safety_switch_available,safety_off,override_available,override_enabled
1065349905,1,1,0,0
1066372905,1,1,0,0
1067399535,1,1,0,0
1068419248,1,1,0,0
1069441905,1,1,0,0
1070465904,1,1,0,0
1071487908,1,1,0,0
1072510905,1,1,0,0
1073533952,1,1,0,0
1074557408,1,1,0,0
1075580033,1,1,0,0
1076602908,1,1,0,0
1077625956,1,1,0,0
1078648908,1,1,0,0
1079672062,1,1,0,0
1080694905,1,1,0,0
1081717908,1,1,0,0
1082740920,1,1,0,0
1083763992,1,1,0,0
1084786918,1,1,0,0
1085809905,1,1,0,0
1086832980,1,1,0,0
1087855908,1,1,0,0
1088879131,1,1,0,0
1089902533,1,1,0,0
1090924913,1,1,0,0
1091947949,1,1,0,0
1092970908,1,1,0,0
1093993991,1,1,0,0
1095016905,1,1,0,0
1096040075,1,1,0,0
1097063956,1,1,0,0
1098085906,1,1,0,0
1099109675,1,1,0,0
1100131905,1,1,0,0
1101154905,1,1,0,0
1102177909,1,1,0,0
1103201040,1,1,0,0
1104224977,1,1,0,0
1105246908,1,1,0,0
1106269905,1,1,0,0
1107292906,1,1,0,0
1108315905,1,1,0,0
1109338905,1,1,0,0
1110362047,1,1,0,0
1111385849,1,1,0,0
1112407915,1,1,0,0
1113430905,1,1,0,0
1114453949,1,1,0,0
1115476905,1,1,0,0
1116499908,1,1,0,0
1117523056,1,1,0,0
1118546967,1,1,0,0
1119568905,1,1,0,0
1120591908,1,1,0,0
1121614905,1,1,0,0
1122637909,1,1,0,0
1123660906,1,1,0,0
1124685471,1,1,0,0
1125706905,1,1,0,0
1126729906,1,1,0,0
1127752905,1,1,0,0
1128775905,1,1,0,0
1129798963,1,1,0,0
1130821905,1,1,0,0
1131845407,1,1,0,0
1132867982,1,1,0,0
1133890948,1,1,0,0
1134913956,1,1,0,0
1135936908,1,1,0,0
1136960051,1,1,0,0
1137982906,1,1,0,0
1139005964,1,1,0,0
1140029066,1,1,0,0
1141051905,1,1,0,0
1142074942,1,1,0,0
1143097948,1,1,0,0
1144121118,1,1,0,0
1145143952,1,1,0,0
1146167563,1,1,0,0
1147190087,1,1,0,0
1148212911,1,1,0,0
1149236066,1,1,0,0
1150258905,1,1,0,0
1151281905,1,1,0,0
1152305316,1,1,0,0
1153327908,1,1,0,0
1154352565,1,1,0,0
1155373952,1,1,0,0
1156396923,1,1,0,0
