timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
1793833401,2.941,3.7360072,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
1793843425,2.3727071,3.5728188,-2.5132716,-1.2566345,2.6495236e-06,1.2566397,2.5132768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
1794033914,0.9789013,3.6302686,-2.5131373,-1.2564975,0.00013949675,1.2567741,2.5134096,-0.007116276,-0.00479384,0.0027715568,0.005124792,-0.0009862257,0.0020017833,-0.005198339,-0.0052145347,0.0019755773,0.0064355107,0.19999889,0.19999927,0.20000066,0.20000117,0.20000003
1794234429,-2.743087,3.6053653,-2.5131328,-1.2565633,0.00012704264,1.2568648,2.5135105,0.024043106,0.026462248,0.033085294,0.034759425,0.029171059,-0.013575891,-0.019753758,-0.019362083,-0.012942173,-0.009366098,0.20004334,0.20000371,0.19995897,0.19997093,0.20002303
1794434941,-3.0150213,3.8040032,-2.5132902,-1.2567139,2.6742655e-05,1.256789,2.5133994,-0.005478549,-0.0032467265,0.005413281,0.008532997,0.001800885,-0.008211503,-0.016591256,-0.017058264,-0.008965924,-0.0034989254,0.20005387,0.19998853,0.19993907,0.19997385,0.20004474
1794635456,-2.8920228,3.6963258,-2.513159,-1.2565492,0.00012019548,1.2568051,2.5134387,-0.0201868,-0.0141272675,-0.0009329845,0.0011595958,-0.010740426,0.009775329,-0.0021275766,-4.2324886e-05,0.013151004,0.019216923,0.20002054,0.19999854,0.19997858,0.19998823,0.20001405
1794835970,2.8079953,3.639551,-2.513312,-1.2566735,2.356214e-05,1.2566965,2.5132961,-0.013749892,-0.003992422,0.009886416,0.008705523,-0.0059026466,-0.004752911,-0.016175007,-0.010424493,0.004552212,0.00805673,0.20001556,0.19998363,0.1999744,0.2000006,0.20002592
1795036483,-1.0097167,3.6135566,-2.5130465,-1.256452,0.00012262363,1.256764,2.5134666,-0.01755618,-0.009653943,-0.0005982476,-0.00290471,-0.013384966,0.014998266,0.008044357,0.013411395,0.023682151,0.024662357,0.200002,0.20002803,0.2000154,0.19998147,0.19997308
1795236997,-1.0097122,3.6135955,-2.51308,-1.2564856,8.914633e-05,1.2567307,2.513433,-0.01755618,-0.009653943,-0.0005982476,-0.00290471,-0.013384966,0.014998266,0.008044357,0.013411395,0.023682151,0.024662357,0.200002,0.20002803,0.2000154,0.19998147,0.19997308
1795437511,2.757428,3.6108706,-2.5127568,-1.2561029,0.0007597723,1.25752,2.5140073,-0.021424253,-0.016214544,0.009941779,0.020898832,0.0015122923,-0.0058276895,-0.03163696,-0.03465884,-0.01071538,0.007103622,0.20005314,0.19993547,0.1999071,0.2000071,0.20009723
