timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
215086511,2.941,3.7360072,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
215096534,2.8684812,3.679347,-2.5134382,-1.2568009,-0.0001638743,1.2564732,2.5131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
215286980,2.239994,3.627619,-2.5129333,-1.2562641,0.00042869712,1.2570683,2.5136511,-0.0050182994,-0.016526757,-0.021779412,-0.0135172475,-0.0031582792,0.018028226,0.019811833,0.009417841,0.0012103021,0.0065318467,0.20000099,0.19997665,0.19998458,0.20001385,0.200024
215487448,2.713375,3.592403,-2.5120273,-1.2553864,0.001285216,1.2579398,2.514553,0.0016370332,-0.0011899038,-0.010613248,-0.01360937,-0.006038512,-0.008083487,0.0009060496,0.000995016,-0.007939452,-0.013549728,0.20000736,0.19998977,0.1999863,0.20000176,0.2000148
215687917,-0.3341232,3.6644616,-2.5122101,-1.2555763,0.0009219752,1.2574766,2.5142016,-0.032538235,-0.014069626,-0.0023238752,-0.013533907,-0.03220676,-0.0021865442,-0.008536067,0.007067117,0.023059044,0.017339839,0.19996427,0.20003775,0.20005906,0.19999874,0.19994017
215883388,0.26459625,3.622223,-2.5126164,-1.255935,0.00065077073,1.2572119,2.5138533,-0.006411838,0.008452581,0.019930743,0.012163535,-0.0041185836,-0.016177302,-0.023416733,-0.011518825,0.0030754716,0.0001982185,0.19996706,0.20000173,0.20003405,0.20001931,0.1999779
216083842,0.8537483,3.715516,-2.512632,-1.2559395,0.0006920345,1.2572707,2.5138772,0.008540757,0.007954234,-0.0012590182,-0.006366958,-0.0003106324,0.0051446985,0.014642067,0.017018951,0.008991388,0.0016526338,0.19997455,0.19998658,0.2000172,0.200024,0.1999977
216284311,1.5216408,3.6224666,-2.5132864,-1.2565285,0.00017694906,1.256736,2.5132563,0.018929522,0.017426806,0.0020600068,-0.0059341327,0.004491314,0.00093286764,0.016602725,0.020015191,0.0064555192,-0.0053375848,0.19996603,0.19994941,0.20000274,0.20005219,0.20002958
216484814,1.5212101,3.6222932,-2.5133476,-1.2565905,0.00011451334,1.2566738,2.513195,0.018929522,0.017426806,0.0020600068,-0.0059341327,0.004491314,0.00093286764,0.016602725,0.020015191,0.0064555192,-0.0053375848,0.19996603,0.19994941,0.20000274,0.20005219,0.20002958
216685248,2.5317574,3.5521212,-2.5134404,-1.2567453,9.317929e-05,1.2567973,2.5132747,-0.008569887,0.007942165,0.0057208305,-0.012159372,-0.020988211,-0.0012452118,0.0064513236,0.024533376,0.028005734,0.012078419,0.20002832,0.19993006,0.19992849,0.20002566,0.20008749
216890737,2.8660123,3.6759844,-2.513644,-1.2570167,-0.00016865494,1.2566092,2.5131226,-0.026382694,0.005164453,0.033968277,0.020213647,-0.017078713,-0.00968896,-0.029724838,-0.0059071537,0.028841477,0.026501061,0.2000601,0.19994554,0.19990624,0.19999641,0.20009165
217081175,2.1275573,3.697748,-2.5140152,-1.2570313,0.00010529875,1.256705,2.5128195,-0.020866502,0.02460103,0.04402495,0.010550775,-0.029544955,-0.043728504,-0.049379803,-0.00787589,0.02341487,0.0012533139,0.19998313,0.19977349,0.19987682,0.20015036,0.20021628
217281643,1.8247393,3.8698587,-2.5140512,-1.2567418,0.0005110932,1.2568573,2.5126991,-0.042037275,0.010948589,0.04468596,0.012538832,-0.041029587,-0.037642922,-0.055916235,-0.011151561,0.0347426,0.018372793,0.19987357,0.19965547,0.19991331,0.20029107,0.20026664
