timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
1691032470,2.941,3.7360072,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
1691042496,3.0554833,3.8470342,-2.51326,-1.2566228,1.4330284e-05,1.2566514,2.5132885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
1691227980,3.105126,3.9029844,-2.5129516,-1.2563145,0.0003227297,1.2569598,2.513597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
1691428504,2.455243,3.5563638,-2.5127296,-1.256082,0.00058327214,1.2572274,2.513841,-0.012956505,-0.016871233,-0.014778335,-0.009570082,-0.00844416,0.0034647505,-7.818686e-06,-0.004804061,-0.0042956863,0.00081474846,0.20000307,0.19998975,0.19999062,0.20000446,0.2000121
1691629029,-1.5259204,3.625945,-2.5123932,-1.2557764,0.000847215,1.2574964,2.5141544,0.006149125,-0.0025849417,0.0029542847,0.015111504,0.017085798,0.010704935,0.002043076,-0.008940202,-0.0070659053,0.00507522,0.20000519,0.200009,0.20000045,0.19999127,0.19999412
1691829551,-1.613026,3.6801915,-2.5121038,-1.2555783,0.0009949552,1.2577043,2.51445,0.010966909,-0.00029268023,-0.0018626926,0.008426839,0.01635607,-0.0059787836,-0.00798665,-0.019315638,-0.024309732,-0.01606688,0.20003107,0.20004678,0.19999789,0.19995192,0.19997235
1692030074,-1.6131161,3.680085,-2.5123718,-1.2558461,0.00072705257,1.2574363,2.514182,0.010966909,-0.00029268023,-0.0018626926,0.008426839,0.01635607,-0.0059787836,-0.00798665,-0.019315638,-0.024309732,-0.01606688,0.20003107,0.20004678,0.19999789,0.19995192,0.19997235
1692230599,-1.546042,3.636694,-2.5122585,-1.2557322,0.00083339465,1.2575374,2.5142875,0.0013268879,-0.0032128189,0.006479431,0.017010534,0.013825426,0.01150394,-0.00016225874,-0.008085545,-0.0013155178,0.010792069,0.20002894,0.20004873,0.20000124,0.19995204,0.19996907
1692431120,-1.5460377,3.636913,-2.5119126,-1.2553861,0.0011796412,1.2578835,2.5146337,0.0013268879,-0.0032128189,0.006479431,0.017010534,0.013825426,0.01150394,-0.00016225874,-0.008085545,-0.0013155178,0.010792069,0.20002894,0.20004873,0.20000124,0.19995204,0.19996907
1692631653,-0.5302211,3.8351307,-2.5118563,-1.2552364,0.0013184772,1.2579223,2.514621,0.016155079,0.0038165192,-0.0071051484,-0.0015173396,0.012860009,0.013708422,0.021182112,0.011758147,-0.0015426115,-0.00033720722,0.19998585,0.20002674,0.20003077,0.19999225,0.19996439
1692832167,1.4213727,3.5794916,-2.5119839,-1.2553058,0.0013501628,1.2579582,2.5145586,-0.0067302873,-0.025092792,-0.02100217,-0.00011117663,0.008710806,0.018455336,0.0081865415,-0.012449773,-0.014937596,0.0041635637,0.19998775,0.19998425,0.20000267,0.20001733,0.20000799
1693027735,1.2932342,3.553992,-2.5118062,-1.2551239,0.0015285648,1.2581302,2.5147302,-0.010560043,-0.008380346,0.0044758525,0.0102412915,0.0009490326,0.0054967036,-0.0073130312,-0.009198047,0.0024460298,0.011527799,0.19998506,0.19998415,0.20000531,0.20001908,0.20000644
1693228201,1.2929163,3.5539594,-2.5113783,-1.2546957,0.0019566033,1.2585582,2.515158,-0.010560043,-0.008380346,0.0044758525,0.0102412915,0.0009490326,0.0054967036,-0.0073130312,-0.009198047,0.0024460298,0.011527799,0.19998506,0.19998415,0.20000531,0.20001908,0.20000644
1693428724,-1.2194849,3.55331,-2.5109665,-1.254437,0.0020860361,1.2587605,2.5155346,0.0020116204,-0.018060416,-0.00014107209,0.031003658,0.032334782,0.025009848,-0.0003530397,-0.027279193,-0.018558152,0.013757221,0.20001654,0.20005932,0.2000203,0.19995311,0.19995068
