timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
98247585,-1.7656475,3.8117957,-2.5136383,-1.2570035,-0.00036746822,1.2562715,2.5129108,-0.008029226,-0.008872985,-0.009892279,-0.009678423,-0.008527011,-0.012818098,-0.012020561,-0.01257656,-0.013717772,-0.013866998,0.20000072,0.20000091,0.1999998,0.19999899,0.19999954
98257610,-1.7714313,3.8179145,-2.5134435,-1.2568085,-0.00017250539,1.2564664,2.5131059,-0.008029226,-0.008872985,-0.009892279,-0.009678423,-0.008527011,-0.012818098,-0.012020561,-0.01257656,-0.013717772,-0.013866998,0.20000072,0.20000091,0.1999998,0.19999899,0.19999954
98448045,-1.9050487,3.9234414,-2.513649,-1.2570227,-0.00038880593,1.2562573,2.5129037,-0.020047138,-0.018949449,-0.019977693,-0.02171082,-0.02175378,0.016043317,0.017481074,0.018969387,0.018451326,0.016643006,0.20000385,0.2000038,0.19999847,0.1999953,0.19999859
98648505,0.10231285,3.5635395,-2.51393,-1.2572792,-0.0006671037,1.2559409,2.5125856,0.008702679,0.011471633,0.0072327447,0.0018439377,0.0027523232,-0.036956184,-0.03159943,-0.027310528,-0.03001669,-0.03597793,0.1999874,0.20000306,0.20001447,0.20000595,0.19998917
98848965,0.15419102,3.576825,-2.5131927,-1.256552,7.8138764e-05,1.2567079,2.5133474,-0.010060402,-0.005744076,0.011717172,0.018193072,0.004733902,0.00039487146,-0.016563002,-0.017698154,-0.00144252,0.009740183,0.19999598,0.2000006,0.2000043,0.20000213,0.19999696
99049428,1.6171933,3.6832342,-2.5136292,-1.2569692,-0.0003157538,1.2563088,2.512922,0.026079597,0.028178927,0.024488103,0.020107752,0.021091077,0.0032171244,0.0077800285,0.011186634,0.008729358,0.0038040197,0.19999328,0.19998874,0.19999965,0.2000112,0.20000722
99249886,1.6747537,3.728582,-2.514235,-1.257571,-0.0009129991,1.2557107,2.5123188,-0.006443456,-0.009263312,-0.009244466,-0.006412922,-0.004682035,0.0071367016,0.006200554,0.0032294346,0.0023296513,0.004744475,0.19999257,0.19998622,0.19999874,0.20001316,0.20000929
99450346,-0.900959,3.680298,-2.5142324,-1.2576066,-0.0009823187,1.2556587,2.512311,0.0087252185,-0.00091445027,-0.012200274,-0.009535126,0.0033969746,-0.011729087,-0.0029948112,-0.009464029,-0.022195546,-0.023595389,0.19999894,0.20000456,0.20000364,0.19999789,0.1999949
99650810,-2.2171588,3.641582,-2.5145562,-1.2579347,-0.0012983421,1.2553546,2.5120025,-0.008368945,-0.013000375,-0.01599692,-0.013217096,-0.008502818,0.004284354,0.0059295,0.0020329151,-0.0020199995,-0.0006286744,0.20000324,0.200002,0.19999771,0.19999684,0.20000017
99851267,2.8234377,3.649819,-2.5147252,-1.2580944,-0.0013872614,1.2553003,2.5118983,0.010275479,-0.0025927466,-0.022022584,-0.021161564,-0.0012002522,0.01341206,0.029659396,0.022441091,0.0017331244,-0.0038469145,0.20001769,0.19998027,0.19996983,0.20000134,0.20003085
