timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
1514915584,1514913780,2.941,3.7360072,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
1514925179,1514923768,-2.4170399,3.5623353,-2.5133538,-1.2567167,-7.967817e-05,1.2565575,2.5131946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
1515914488,1515912645,-1.019995,3.5997145,-2.513201,-1.2575842,-0.0024134535,1.2543377,2.512512,0.045942098,0.039656542,-0.076617286,-0.14224787,-0.06648258,-0.112671904,0.0075546093,0.038756706,-0.062200814,-0.15581812,0.20005277,0.2006645,0.20035732,0.1995565,0.19936886
1516909537,1516906514,-0.99724853,3.5303245,-2.499958,-1.2523813,-0.009093468,1.248354,2.5188463,0.011743993,0.016244471,-0.05548531,-0.105923146,-0.06406221,-0.10909527,-0.031694263,-0.0028083324,-0.062366683,-0.1289966,0.20031708,0.20605725,0.20336886,0.19605194,0.19420482
1517916822,1517915368,-1.0286949,3.5089424,-2.5070086,-1.2607919,-0.018888686,1.2389963,2.511197,0.05899232,0.04831197,0.10727242,0.1559231,0.125913,0.052134834,-0.013914911,-0.045065977,0.0015222244,0.06254699,0.20050964,0.20679893,0.20361875,0.19547485,0.19359781
1518915992,1518914242,-1.0155954,3.4862144,-2.4855208,-1.2414798,-0.0025113388,1.2556931,2.531111,0.015832938,-0.05182592,-0.060026754,0.0030187108,0.05097705,-0.034632355,-0.04901146,-0.117393725,-0.14723618,-0.09543438,0.20065333,0.20820172,0.20430833,0.19451648,0.19232014
1519914906,1519913099,-1.0297168,3.4521143,-2.4877512,-1.2469112,-0.012160162,1.2465532,2.5266488,0.0808407,-0.003168203,0.06751764,0.19899213,0.20778534,0.20324378,0.099440426,-0.013465095,0.018374905,0.15498525,0.20088328,0.21025778,0.2052883,0.19309972,0.19047093
1520913339,1520911967,-0.98864913,3.3889234,-2.505895,-1.273229,-0.053666633,1.2034024,2.498208,0.13218078,0.020588636,0.08333829,0.24001253,0.27237764,0.25271136,0.14592957,0.0058584437,0.020376049,0.17784405,0.20011279,0.21686351,0.20987679,0.18942152,0.18372537
1521912531,1521910836,-0.87914735,3.4084842,-2.477795,-1.2452164,-0.03161537,1.221693,2.5202932,0.1402411,0.10074976,0.113298826,0.16220658,0.18022232,0.12036648,0.092552245,0.046548218,0.043109197,0.09027614,0.1983873,0.21861841,0.21263109,0.18931033,0.1810529
1522916113,1522914700,-0.9234127,3.3137825,-2.4622416,-1.2370647,-0.03187114,1.2233613,2.5320365,0.089508146,0.014986694,0.18699364,0.3828325,0.32371438,0.23022124,0.017359722,-0.12360139,-0.0046346225,0.22445059,0.1992028,0.22323781,0.21436092,0.18592289,0.17727561
1523915360,1523913569,-1.1239148,2.3453052,-2.3503406,-1.2376493,-0.1539939,1.1300545,2.5928476,0.081127346,0.039680243,0.55800664,1.0677143,0.745106,0.60718346,0.0012874901,-0.28564793,0.13684392,0.7837807,0.20991863,0.3004497,0.23626369,0.13234673,0.12102129
1524913795,1524912437,-1.0940963,0.9086375,-2.1129744,-1.2057716,-0.37830544,0.906085,2.6972983,0.08124626,0.05780232,0.5456928,1.406631,1.0512923,0.9011469,0.19720668,-0.24110156,0.100343406,1.2050803,0.17541558,0.4809738,0.27558434,0.041794065,0.026232183
