timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
86228682,1.9537448,3.8726103,-2.5074255,-1.2507697,0.0058877547,1.2625188,2.519132,-0.018285872,-0.018568698,-0.013919711,-0.010763611,-0.013462083,-0.008315296,-0.013295449,-0.015103389,-0.011240571,-0.0070452914,0.19999738,0.19998962,0.19999617,0.20000799,0.20000878
86238705,1.9554352,3.8719623,-2.5063095,-1.2496536,0.0070038913,1.2636349,2.5202482,-0.018285872,-0.018568698,-0.013919711,-0.010763611,-0.013462083,-0.008315296,-0.013295449,-0.015103389,-0.011240571,-0.0070452914,0.19999738,0.19998962,0.19999617,0.20000799,0.20000878
86429142,1.092043,3.581334,-2.5076454,-1.2508838,0.0057720104,1.2622958,2.5188448,0.0071964143,0.020139536,0.014275681,-0.0022908598,-0.0066660536,-0.032569766,-0.022199053,-0.0066848216,-0.0074674757,-0.023464836,0.19995117,0.19996211,0.20002541,0.20005362,0.20000772
86629602,0.9075694,3.6745956,-2.5103703,-1.2534804,0.0031465923,1.2595245,2.516012,0.047816858,-0.038056992,-0.06812723,-0.00085227215,0.070803136,0.061013073,0.06473694,-0.015779492,-0.06925712,-0.02180667,0.19988814,0.19993526,0.20007186,0.20010921,0.19999556
86830062,0.14644061,3.5708797,-2.5074532,-1.2507509,0.005780117,1.2622857,2.5189488,0.0030509308,-0.03894314,-0.017824683,0.03720086,0.050111808,0.0416205,0.005773137,-0.04523148,-0.040915478,0.012751881,0.19994389,0.20001099,0.20006292,0.20002794,0.19995427
87030522,0.53756917,3.8323495,-2.5066805,-1.2498667,0.006676939,1.2630792,2.5196657,-0.03252813,-0.009103969,0.017627925,0.010732451,-0.02026637,-0.010961391,-0.03146112,-0.015520876,0.01482939,0.017652111,0.19989994,0.19997844,0.20008676,0.20007521,0.19995964
87230982,2.7491183,3.6005921,-2.5092926,-1.2526007,0.004644118,1.2616014,2.5178301,-0.026119329,0.069441706,0.09461633,0.014648661,-0.05998013,-0.0641995,-0.059628814,0.032651067,0.08511872,0.025281046,0.20014115,0.19982345,0.1997498,0.20002191,0.20026377
87431441,2.710166,3.582995,-2.5105333,-1.2537866,0.0037046238,1.2607596,2.5168023,0.019772325,0.04070452,0.033706814,0.0084524285,-0.00014615431,-0.013264728,0.0008826908,0.025168467,0.026007209,0.0022603655,0.20018429,0.19974342,0.19965719,0.20004465,0.20037054
87631901,2.6898637,3.5733545,-2.512948,-1.2561169,0.0018490745,1.2591126,2.5148106,0.032021176,0.053969536,0.039298933,0.008297382,0.003820097,-0.0063640736,0.016170437,0.044014648,0.038649604,0.0075295884,0.20027605,0.1995946,0.19947344,0.2000797,0.20057625
87832361,2.5407739,3.544741,-2.513242,-1.2562834,0.0014554454,1.2584515,2.5142107,-0.018258803,0.011414563,0.0069756065,-0.025442574,-0.04099832,-0.04326894,-0.028990343,0.0036647338,0.009500751,-0.019493572,0.20016102,0.19962193,0.19960523,0.20013402,0.20047776
88032821,2.5459752,3.5443065,-2.5138702,-1.2568789,0.0009889703,1.2580322,2.5136917,0.015186387,0.029165197,0.024166897,0.007108107,0.00157227,-0.008212485,0.0015691435,0.01789147,0.018170133,0.002047982,0.20018306,0.19957961,0.199557,0.20014651,0.20053375
88233281,2.6906939,3.5727096,-2.5131779,-1.2563269,0.0017485394,1.2590601,2.514678,0.005239042,-0.035807423,-0.04590694,-0.011078585,0.020484379,0.02111492,0.01842115,-0.021480605,-0.043375384,-0.01704926,0.20030002,0.19956253,0.19942963,0.2000847,0.2006232
88433741,2.8600354,3.6638782,-2.515348,-1.2587321,-0.0010106226,1.2563184,2.5123,0.033631783,-0.03172864,-0.03780037,0.023849592,0.06790648,0.04689292,0.032088324,-0.034708418,-0.061046455,-0.010615571,0.20030886,0.199723,0.19952004,0.19998015,0.20046788
88624179,2.6720295,3.5619912,-2.5157366,-1.2587525,-1.1058631e-06,1.2575934,2.512711,-0.018194292,-0.08247117,-0.07713291,-0.009522492,0.026830459,0.056606412,0.030146824,-0.03920901,-0.055501215,0.0037151892,0.20042506,0.19934885,0.19917242,0.200139,0.20091465
88824638,2.3549523,3.5629635,-2.5198135,-1.2627208,-0.0051151686,1.2516664,2.5074255,-0.020227943,0.122794956,0.078434296,-0.091943294,-0.15261288,-0.15458617,-0.061736044,0.10312228,0.111615814,-0.04751629,0.20006879,0.19963256,0.19970384,0.2001846,0.20041019
89035123,2.5932178,3.5472782,-2.5228763,-1.2659879,-0.008337824,1.248678,2.5045357,0.0005156845,-0.017012425,-0.039008338,-0.035041112,-0.010632593,-0.0023742886,0.015055242,0.0037519457,-0.0206437,-0.024413567,0.20017307,0.1996763,0.19962673,0.20009308,0.20043087
89235580,2.745017,3.587296,-2.526352,-1.2694881,-0.010155457,1.2479314,2.5027614,-0.02400741,-0.07856533,-0.11313228,-0.07987228,-0.02484002,0.049112972,0.06773724,0.021559022,-0.025542812,-0.008486139,0.20064318,0.19922327,0.19887699,0.20008114,0.2011754
89426017,2.4574227,3.5185292,-2.5255015,-1.2671782,-0.0057684984,1.2521459,2.5047896,-0.036909923,-0.10109556,-0.11309612,-0.0562082,-0.009291187,0.09094502,0.082778215,0.01908541,-0.011866249,0.032569125,0.20054775,0.19824599,0.1983649,0.20074221,0.20209917
89626502,3.1239886,3.8625715,-2.5092158,-1.2545341,0.007829109,1.2699903,2.524264,-0.05727179,-0.042346187,-0.103088476,-0.15509048,-0.12672551,0.04580525,0.11426529,0.14949247,0.102567226,0.038803644,0.20243251,0.19898072,0.19694972,0.19911857,0.20251851
89826937,2.4001486,3.4218695,-2.521148,-1.2569029,0.018224232,1.2785656,2.5190525,-0.013385095,0.3940009,0.35028073,-0.086424865,-0.30829838,-0.39352694,-0.21629769,0.22817357,0.3214822,-0.0632873,0.20155829,0.19257118,0.1937814,0.20357893,0.2085102
90027403,1.905579,3.1829185,-2.5926316,-1.2596805,0.0774266,1.3062543,2.4664912,0.17729251,0.66757715,0.65162766,0.15352918,-0.13157949,-0.6657547,-0.4968158,0.025316581,0.16457354,-0.2585357,0.18420403,0.15334685,0.18256964,0.23935476,0.24052472
90227908,1.8641999,3.1799726,-2.5888512,-1.2559533,0.07705083,1.3030084,2.4657383,-0.061334785,0.17784585,0.12485977,-0.12143814,-0.22572008,-0.24658075,-0.13292605,0.12695596,0.14709434,-0.063062474,0.18220845,0.15315744,0.18433371,0.24096315,0.23933731
90428317,1.8831491,3.2033148,-2.58976,-1.2587845,0.07385687,1.302335,2.466543,-0.008726221,0.087633535,0.07828182,-0.015500203,-0.06471893,-0.031438954,0.0031344034,0.10501958,0.122834384,0.04637518,0.18315206,0.15335602,0.18350622,0.24015895,0.23982671
90628777,1.8743907,3.1941388,-2.5886931,-1.2581928,0.073299125,1.301342,2.4665208,-0.035689943,0.08367874,0.06705788,-0.05162323,-0.109617025,-0.11648445,-0.06893186,0.058489475,0.07673603,-0.021816365,0.18271469,0.15329562,0.18385567,0.24052891,0.2396051
90698949,1.8753887,3.1941447,-2.5876942,-1.2571937,0.07429796,1.3023406,2.4675195,-0.035689943,0.08367874,0.06705788,-0.05162323,-0.109617025,-0.11648445,-0.06893186,0.058489475,0.07673603,-0.021816365,0.18271469,0.15329562,0.18385567,0.24052891,0.2396051
