timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
282885598,2.941,3.7360072,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
282895621,-2.3991985,3.5660658,-2.513247,-1.25661,2.705419e-05,1.2566642,2.5133014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
283086069,-2.5251563,3.5532317,-2.5127559,-1.2561188,0.0005184519,1.2571555,2.513793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
283286541,2.452567,3.5568156,-2.511849,-1.255206,0.0014478447,1.2580892,2.5147123,0.015932921,0.014263729,-0.0050598565,-0.015334506,-0.0023602475,-0.0007021474,0.019074105,0.023598172,0.006618396,-0.00840083,0.20000176,0.19999391,0.19999446,0.20000269,0.20000719
283487013,2.4515865,3.5569384,-2.512013,-1.2553699,0.0012838468,1.2579253,2.5145483,0.015932921,0.014263729,-0.0050598565,-0.015334506,-0.0023602475,-0.0007021474,0.019074105,0.023598172,0.006618396,-0.00840083,0.20000176,0.19999391,0.19999446,0.20000269,0.20000719
283682483,-2.7267308,3.597413,-2.510437,-1.254054,0.0027716663,1.2597795,2.5164573,0.015071886,-0.019013729,-0.047762476,-0.031438187,0.007396562,0.012073977,0.031223424,0.0047219675,-0.030809902,-0.026261646,0.20015928,0.2000153,0.19985028,0.19989215,0.20008305
283882945,-2.7254264,3.5972738,-2.509499,-1.2531164,0.0037089165,1.2607169,2.5173953,0.015071886,-0.019013729,-0.047762476,-0.031438187,0.007396562,0.012073977,0.031223424,0.0047219675,-0.030809902,-0.026261646,0.20015928,0.2000153,0.19985028,0.19989215,0.20008305
284083417,-2.6406455,3.5679061,-2.5095346,-1.2531633,0.0036261708,1.2606236,2.5173314,0.018388528,0.0034434493,-0.013391689,-0.0088413395,0.010801227,0.00044254865,0.013282494,0.0030340161,-0.016145151,-0.01773986,0.20015459,0.20002766,0.1998626,0.19988742,0.20006779
284283891,2.851203,3.659266,-2.5082548,-1.2516334,0.0056069703,1.2626328,2.518907,0.040709984,0.021090375,-0.02395157,-0.032155175,0.007817812,0.015222875,0.05619382,0.050195716,0.00549634,-0.016105535,0.20016675,0.19984034,0.1997347,0.1999956,0.20026268
284484361,2.9258292,3.7142236,-2.5079727,-1.2513993,0.005819539,1.26288,2.519197,-0.00038222503,0.00023599062,0.011945989,0.01855445,0.010933075,0.0072151897,-0.004889927,-0.008040392,0.0021247151,0.011545735,0.20018153,0.19985843,0.19973116,0.19997528,0.2002537
284684833,2.9747655,3.7553651,-2.5071158,-1.2505794,0.006663177,1.2637748,2.5201,-0.001704024,-0.00946709,-0.005477773,0.004750291,0.0070767254,-0.0019483692,-0.008660512,-0.01812075,-0.017245127,-0.0072521823,0.20020358,0.19986147,0.19971101,0.1999597,0.2002642
284885305,2.728942,3.5912893,-2.5063577,-1.249653,0.007661817,1.2646496,2.5208263,0.043908067,0.028563414,-0.013273415,-0.023744963,0.01159923,-0.0040826593,0.03489946,0.03234098,-0.008242472,-0.03072571,0.2001501,0.19979656,0.19972444,0.20003283,0.20029604
285085777,2.1873078,3.6583965,-2.5067484,-1.2496781,0.007643025,1.2642686,2.5202157,0.051824667,0.041440062,0.00036606006,-0.0145911295,0.017210893,-0.013500061,0.026294148,0.028700251,-0.009619202,-0.035672363,0.19999355,0.19969666,0.19981909,0.20019138,0.20029926
285286249,2.1878412,3.6583939,-2.5062509,-1.2491812,0.008139247,1.264765,2.5207129,0.051824667,0.041440062,0.00036606006,-0.0145911295,0.017210893,-0.013500061,0.026294148,0.028700251,-0.009619202,-0.035672363,0.19999355,0.19969666,0.19981909,0.20019138,0.20029926
285486721,1.9451702,3.8790023,-2.5051086,-1.247805,0.009551365,1.2659657,2.5217469,-0.0035221488,-0.0037812465,-0.0005983063,0.0016226969,-0.0001831553,0.0034236284,-5.6838617e-06,-0.0013093529,0.0013134885,0.004235965,0.19990213,0.19962397,0.19986555,0.20029286,0.20031546
285687196,1.8357292,3.87038,-2.5044844,-1.2471367,0.01015274,1.2664815,2.522277,0.0340987,0.0352405,-0.0098061105,-0.038724788,-0.011610876,-0.028286064,0.019435693,0.035237063,-0.0027047417,-0.041929353,0.19986492,0.1996295,0.19990619,0.20031245,0.20028691
285887665,1.8186569,3.8502467,-2.5043576,-1.2469045,0.010462709,1.266734,2.522416,0.024592534,0.024725178,0.005385097,-0.006674938,0.0051853545,-0.0055187717,0.014855761,0.021264356,0.004859602,-0.011679788,0.19984001,0.19958007,0.1999005,0.20035844,0.20032099
286083125,1.9108607,3.920655,-2.5035768,-1.2461729,0.011249391,1.2676033,2.523282,-0.008311683,-0.0047019217,0.0144025525,0.022574611,0.0085498,0.00021958363,-0.018693414,-0.021089265,-0.0036722785,0.009485632,0.19987585,0.19957809,0.19986343,0.20033747,0.20034511
286283597,1.912033,3.9208188,-2.5022871,-1.2448838,0.01253747,1.2688912,2.524571,-0.008311683,-0.0047019217,0.0144025525,0.022574611,0.0085498,0.00021958363,-0.018693414,-0.021089265,-0.0036722785,0.009485632,0.19987585,0.19957809,0.19986343,0.20033747,0.20034511
286484069,1.9416305,3.884931,-2.5022388,-1.2447711,0.012753322,1.2691064,2.5246832,-0.01818564,-0.013090642,0.0043123197,0.009950198,-0.0039422084,-0.007217626,-0.02385927,-0.024142183,-0.0076895384,0.002760104,0.19987561,0.19953302,0.19983578,0.2003655,0.2003901
286684564,1.8814343,3.9187844,-2.5014193,-1.2439024,0.013593646,1.2698803,2.5254445,0.025690299,0.024729144,-0.00595373,-0.023903675,-0.004365652,-0.01807067,0.01386894,0.02279804,-0.0036084615,-0.02883867,0.19984666,0.19952701,0.19986099,0.2003871,0.20037818
286885019,1.7955219,3.819424,-2.500677,-1.2430084,0.0145147545,1.270666,2.5261197,0.02950316,0.03422828,0.0039189104,-0.019481096,-0.0036864728,-0.022416305,0.010974277,0.025758909,0.0015155495,-0.028226284,0.19978797,0.19947857,0.19988969,0.20045343,0.20039035
287085485,1.7771665,3.8002858,-2.5005176,-1.2428383,0.014669279,1.2708004,2.526257,0.017738499,0.020204378,0.002273677,-0.01123883,-0.0016939566,-0.012125758,0.0075220945,0.015920829,0.0014731046,-0.01584152,0.19977915,0.1994795,0.19989909,0.2004583,0.20038395
287285957,1.7723683,3.7942016,-2.4995325,-1.2417982,0.01575693,1.2718626,2.527257,-0.015026849,-0.013273872,0.0025618444,0.010569172,-0.00028798962,0.006289571,-0.0097891465,-0.013074692,0.0009583519,0.012913631,0.19977072,0.19947025,0.19990177,0.20046923,0.20038797
287486430,1.7936658,3.8156807,-2.498403,-1.2408206,0.016631903,1.2728266,2.5283778,0.013480213,0.02607736,-0.008181723,-0.0418702,-0.028504752,-0.029194495,0.010899132,0.035231043,0.010185834,-0.029584946,0.19980924,0.19953847,0.19990553,0.20040323,0.2003435
287686901,1.7782594,3.7985275,-2.4975157,-1.239867,0.017622368,1.2737736,2.529261,-0.019252287,-0.019530555,-0.007983683,-0.000588208,-0.007545247,0.003866408,-0.008361744,-0.012394911,-0.002666763,0.007373752,0.19979008,0.19951096,0.19990766,0.2004321,0.20035917
287882366,1.7608737,3.7805676,-2.497149,-1.2394418,0.018072924,1.2741817,2.5296173,-0.010561204,0.0012578727,0.008760016,0.0015803301,-0.010349797,-0.015286021,-0.019343726,-0.009352051,0.0008600801,-0.0028013699,0.19977173,0.19948873,0.19991224,0.20045723,0.20037006
288082867,1.7583212,3.7775304,-2.496732,-1.239003,0.018526262,1.2746221,2.5300353,-0.00085723307,0.010277849,0.010411739,-0.00062490534,-0.0075844303,-0.012639951,-0.00917389,0.0024848436,0.0062095975,-0.0031256564,0.19976586,0.1994791,0.19991218,0.20046681,0.20037602
