timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
78661315,0.047872607,0.072992615,0.0013295893,0
78861819,0.046912957,0.075327255,0.0016670222,0
79062236,0.046591636,0.07788094,0.001487471,0
79252673,0.04570436,0.079497695,0.0015724319,0
79453133,0.044486,0.08260339,0.001580184,0
79653593,0.043594237,0.08494712,0.0014482905,0
79854053,0.042444628,0.08724606,0.0014484021,0
80054515,0.041345853,0.089595005,0.001610846,0
80275025,0.040434137,0.09182178,0.0018699638,0
80455434,0.039506182,0.09410837,0.0016434335,0
80655894,0.038694445,0.09537167,0.0016871621,0
80856354,0.037918776,0.09695858,0.0014916658,0
81086883,0.036062084,0.0981734,0.0016424885,0
81257271,0.035237115,0.1004532,0.0016095415,0
81457740,0.03453072,0.10163727,0.0014778882,0
81668217,0.032797795,0.10259764,0.0014269056,0
81848631,0.032206077,0.104245655,0.0014892074,0
82059114,0.030355955,0.10575316,0.0015260117,0
82259574,0.02974744,0.106336206,0.0013929204,0
82460076,0.028155752,0.10645604,0.0012697141,0
82660494,0.027591594,0.10782483,0.0012404562,0
82860954,0.02589435,0.108361796,0.0014868436,0
83071437,0.024335362,0.10968164,0.0014893125,0
83251851,0.022870637,0.11044747,0.0014087763,0
83462338,0.021387748,0.11057607,0.0014364751,0
83662794,0.01984415,0.11045871,0.0013509193,0
83863254,0.01842935,0.111544535,0.0013611255,0
84063714,0.017043123,0.112406306,0.001533108,0
84264174,0.015685005,0.112050205,0.0012604935,0
84454641,0.013294679,0.11285889,0.0015274354,0
84655071,0.012015601,0.11415561,0.0015118712,0
84855531,0.010800107,0.11510881,0.0013888167,0
85066014,0.008546089,0.11618884,0.0014463128,0
85266474,0.0076000406,0.1162174,0.0013650396,0
85456912,0.0064787674,0.11684437,0.0013635793,0
85657372,0.00506976,0.11670137,0.0015926188,0
90869328,0.00506976,0.11670137,0.0015926188,1
91069842,0.00506976,0.11670137,0.0015926188,1
91270254,0.00506976,0.11670137,0.0015926188,1
91450662,0.00506976,0.11670137,0.0015926188,1
91661145,0.00506976,0.11670137,0.0015926188,1
91861605,0.00506976,0.11670137,0.0015926188,1
92062065,0.00506976,0.11670137,0.0015926188,1
92262537,0.00506976,0.11670137,0.0015926188,1
92462984,0.00506976,0.11670137,0.0015926188,1
92653421,0.00506976,0.11670137,0.0015926188,1
92853882,0.00506976,0.11670137,0.0015926188,1
93074387,0.00506976,0.11670137,0.0015926188,1
93264825,0.00506976,0.11670137,0.0015926188,1
93455260,0.00506976,0.11670137,0.0015926188,1
93655720,7.694046e-12,0.0042992206,0.00032632527,0
