timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
582460302,0.04143755,0.050737627,0.0006314414,0
582660809,0.041696172,0.049322195,0.0006874615,0
582861227,0.04215883,0.04843212,0.000671585,0
583061695,0.04240036,0.046862386,0.0007007152,0
583262158,0.04285837,0.045522083,0.0006310132,0
583462623,0.043061305,0.04368866,0.00066104217,0
583653066,0.04332623,0.042655807,0.0007001391,0
583863551,0.04266785,0.041679926,0.00067654566,0
584064029,0.042893115,0.04084263,0.00059661525,0
584259469,0.043115444,0.040522117,0.0006582036,0
584459933,0.04357168,0.040207546,0.00075228483,0
584660399,0.043777548,0.039998785,0.0006976799,0
584860861,0.044228118,0.03969608,0.000620753,0
585051303,0.044462387,0.039738726,0.0005531472,0
585261790,0.04354879,0.03992126,0.0005997459,0
585472279,0.04394553,0.04005905,0.00046706584,0
585662718,0.04420445,0.039913356,0.0004639309,0
585873206,0.044615716,0.039372206,0.00046284386,0
586063647,0.04509583,0.039502565,0.00044188465,0
586264110,0.045280837,0.039533008,0.00034055437,0
586464576,0.04573061,0.039737683,0.0003473304,0
586665042,0.045878056,0.039743226,0.00048136106,0
586865511,0.045237985,0.039829157,0.00052108837,0
587070981,0.04570677,0.040330015,0.0006541182,0
587261422,0.045868196,0.03994097,0.00067689817,0
587471909,0.0463049,0.040622763,0.0007623553,0
587662350,0.046452645,0.040329807,0.00090476044,0
587852791,0.046950478,0.0401623,0.00095089374,0
588063279,0.04598576,0.040239446,0.0009144871,0
588263745,0.046454046,0.039731834,0.0008975738,0
588464208,0.04654577,0.039815456,0.0009516204,0
588659660,0.04702879,0.039340034,0.0008777503,0
588860126,0.04713061,0.039449006,0.0009611088,0
589060589,0.047233444,0.03885859,0.0010983582,0
589261058,0.046658,0.038498063,0.0010477728,0
589471544,0.046718817,0.03858997,0.0011324246,0
589661982,0.0472033,0.03843464,0.0010861373,0
589862446,0.046280693,0.0378842,0.0009349837,0
590062910,0.04673411,0.03770514,0.0010194274,0
590263375,0.046834003,0.036550503,0.0010436968,0
590463888,0.046958756,0.03633405,0.0010480523,0
590664304,0.046383563,0.035003148,0.00092759694,0
590854745,0.04651236,0.03502071,0.00090178155,0
591055209,0.046987854,0.03441847,0.00095744774,0
591265697,0.046022363,0.0341134,0.000975127,0
591476207,0.04644456,0.032977495,0.00089936896,0
591661614,0.045606725,0.032184742,0.00079482346,0
591852066,0.046157897,0.031869106,0.00079142593,0
592062543,0.045186564,0.030796852,0.0006956504,0
592263008,0.04570623,0.030880703,0.0007172064,0
592463475,0.045810074,0.030260969,0.00079198455,0
592663935,0.04527961,0.029438494,0.0007136637,0
592854376,0.045853086,0.028478593,0.0007567908,0
593059852,0.044933897,0.027905155,0.0008418108,0
593250294,0.045496047,0.027157199,0.00095611636,0
593470804,0.04596034,0.026470847,0.0009934368,0
