timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
43223243,0.08210835,0.11992328,0.0015055346,0
43423703,0.07972634,0.11767782,0.0017944686,0
43634192,0.07804819,0.115101606,0.0017985906,0
43814610,0.07664005,0.113823354,0.0015758908,0
44015076,0.07433618,0.1099834,0.0019625162,0
44225606,0.07203196,0.10762339,0.0022848984,0
44416012,0.07062431,0.105018176,0.0023385042,0
44616472,0.06920857,0.10281145,0.0021005196,0
44816937,0.06782118,0.09975266,0.0019062044,0
45017403,0.0664616,0.09735005,0.0018774351,0
45217868,0.06586659,0.09469846,0.0019565772,0
45418334,0.06454619,0.09080191,0.0021327068,0
45648869,0.06383541,0.08815177,0.0018757051,0
45819264,0.061966553,0.08620748,0.0021192383,0
46019734,0.06148584,0.084677935,0.0022401144,0
46230218,0.061767675,0.08053528,0.0018217434,0
47222525,0.061767675,0.08053528,0.0018217434,1
47422992,0.061767675,0.08053528,0.0018217434,1
47613440,0.061767675,0.08053528,0.0018217434,1
47813895,0.061767675,0.08053528,0.0018217434,1
48014360,0.061767675,0.08053528,0.0018217434,1
48224849,0.061767675,0.08053528,0.0018217434,1
48415304,0.061767675,0.08053528,0.0018217434,1
48615756,0.061767675,0.08053528,0.0018217434,1
48816221,0.061767675,0.08053528,0.0018217434,1
49016687,0.061767675,0.08053528,0.0018217434,1
49217151,0.061767675,0.08053528,0.0018217434,1
49417620,0.061767675,0.08053528,0.0018217434,1
49628105,0.061767675,0.08053528,0.0018217434,1
49818548,1.6275111e-11,0.0011003682,8.51687e-05,0
50019012,0.0011119494,0.0023805965,0.00031285727,0
50219479,0.0010891014,0.0036333674,0.0004305004,0
