timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
1233708936,0.052138362,0.1367321,0.0032644866,0
1233897845,0.05348783,0.13260402,0.0032020872,0
1234696797,0.05348783,0.13260402,0.0032020872,1
1235695712,0.05348783,0.13260402,0.0032020872,1
1236694861,0.05348783,0.13260402,0.0032020872,1
1237694068,0.05348783,0.13260402,0.0032020872,1
1238692515,0.05348783,0.13260402,0.0032020872,1
1239696150,0.05348783,0.13260402,0.0032020872,1
1240694971,0.05348783,0.13260402,0.0032020872,1
1241693818,0.05348783,0.13260402,0.0032020872,1
1242697584,0.05348783,0.13260402,0.0032020872,1
1243097090,0.05348783,0.13260402,0.0032020872,1
1311298135,0.05348783,0.13260402,0.0032020872,1
1311497646,0.05348783,0.13260402,0.0032020872,1
1312296897,0.05348783,0.13260402,0.0032020872,1
1313295574,0.05348783,0.13260402,0.0032020872,1
