timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
20630256,0.13893695,0.12414113,0.0018796959,0
20820742,0.13853502,0.12634104,0.0019431172,0
21021134,0.1378719,0.12854254,0.001772095,0
21221584,0.13730027,0.13056585,0.0018184462,0
21412012,0.13688624,0.13287741,0.0017327206,0
21622483,0.13556843,0.13434784,0.0017303433,0
21812913,0.1351293,0.13692345,0.001500838,0
22003382,0.13483085,0.1388166,0.001556154,0
22223833,0.13407348,0.1400592,0.0016581957,0
22424283,0.13295044,0.14172174,0.0016561138,0
22624737,0.13178301,0.14338015,0.0018045197,0
22815161,0.13143328,0.14487886,0.0021942176,0
23025633,0.13023198,0.14480013,0.0023082397,0
23226084,0.12916327,0.14549635,0.002327063,0
23416511,0.12820122,0.14592342,0.0024208892,0
23616962,0.12629426,0.1462247,0.002396677,0
