timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
154759088,0.004792466,0.01868919,0.00060473173,0
154938610,0.00860187,0.022159372,0.0006982575,0
155727852,0.00809979,0.020228263,0.00065315876,1
156727629,0.00809979,0.020228263,0.00065315876,1
157726799,0.00809979,0.020228263,0.00065315876,1
158734847,0.009420666,0.00874849,0.0014729823,0
159729575,0.0156059535,0.008086371,0.002257713,0
160728332,0.019423662,0.011182701,0.0024304457,0
161727927,0.029811407,0.05934685,0.0028468533,0
162726661,0.029811407,0.05934685,0.0028468533,1
163726063,0.029811407,0.05934685,0.0028468533,1
164724902,0.0020589454,0.013869557,0.0013421788,1
