timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
796075731,0.027631572,0.096948795,0.0034787524,0
796276023,0.027079534,0.09801426,0.0036109646,0
797075152,0.027079534,0.09801426,0.0036109646,1
798073773,0.027079534,0.09801426,0.0036109646,1
799077188,0.027079534,0.09801426,0.0036109646,1
800076905,0.027079534,0.09801426,0.0036109646,1
801075817,0.027079534,0.09801426,0.0036109646,1
802078865,0.027079534,0.09801426,0.0036109646,1
802878506,0.027079534,0.09801426,0.0036109646,1
1154488394,0.027079534,0.09801426,0.0036109646,1
1154688352,0.027079534,0.09801426,0.0036109646,1
1155487339,0.027079534,0.09801426,0.0036109646,1
1156486261,0.027079534,0.09801426,0.0036109646,1
