timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
1591772158,0.018861016,0.02003147,0.0014206724,0
1592007745,0.01840717,0.019650003,0.0014455192,0
1592168166,0.019123465,0.019137662,0.0013894254,0
1592378718,0.019638292,0.019632915,0.0014960691,0
1592569218,0.019264184,0.01905989,0.0014015407,0
1592779769,0.019885937,0.01917054,0.0016558025,0
1592980294,0.019448537,0.019378422,0.0017426985,0
1593180819,0.020087581,0.019397212,0.0018507607,0
1593376332,0.019719094,0.019309184,0.0017312265,0
1593576858,0.020351144,0.01953351,0.0016546145,0
1593767357,0.021059662,0.019849237,0.0016864778,0
1593967882,0.020637363,0.020053023,0.0017660388,0
1594168411,0.021378165,0.020748468,0.0018224436,0
1594378959,0.02194673,0.020720948,0.0014348746,0
1594579487,0.021506641,0.021407643,0.0015968218,0
1594769985,0.02227649,0.022186564,0.0016766858,0
1594970510,0.022831824,0.021742847,0.0016063921,0
1595181096,0.023570662,0.022586152,0.001826659,0
1595381587,0.023109907,0.022645772,0.0016499117,0
1595562060,0.023933213,0.022626366,0.0014561483,0
1595772612,0.024416994,0.022947773,0.0015611888,0
1595973138,0.025199179,0.02308586,0.0016184043,0
