timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
717504818,0.07108369,0.074262634,0.002445618,1
717695485,0.07108369,0.074262634,0.002445618,1
718494315,0.07108369,0.074262634,0.002445618,1
719493359,0.07108369,0.074262634,0.002445618,1
720501353,0.07108369,0.074262634,0.002445618,1
721500555,0.07108369,0.074262634,0.002445618,1
722494535,0.07108369,0.074262634,0.002445618,1
722893999,0.07108369,0.074262634,0.002445618,1
744694935,0.07108369,0.074262634,0.002445618,1
744894645,0.07108369,0.074262634,0.002445618,1
745693732,0.07108369,0.074262634,0.002445618,1
746492310,0.07108369,0.074262634,0.002445618,1
