timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
63339454,0.0066909716,0.101951696,0.0010046359,0
63539950,0.007537202,0.103605844,0.0012423075,0
63750525,0.0073823035,0.104476124,0.0010478806,0
63960991,0.007025886,0.1047794,0.0010344449,0
64141437,0.0071016336,0.10538894,0.0010048943,0
64341935,0.0067549795,0.10642089,0.0011415803,0
64542430,0.006619545,0.10678676,0.001120594,0
64742963,0.0064868014,0.10794245,0.0011764662,0
64963470,0.0073585724,0.10816346,0.0012173334,0
65143917,0.007409449,0.10926699,0.0010214798,0
65344413,0.007257181,0.10991969,0.00088833575,0
65534885,0.006945973,0.11028015,0.0011923227,0
65745423,0.00697815,0.11145835,0.0012507245,0
65945901,0.007832012,0.1123272,0.001128362,0
66146397,0.0075189844,0.11322121,0.001472398,0
66346892,0.007372001,0.11440603,0.0012875535,0
66547388,0.0072241956,0.11501067,0.0013630444,0
66747922,0.0070793177,0.11660346,0.0014164855,0
66938355,0.0069409637,0.11742375,0.0014281599,0
67138851,0.00696219,0.11796799,0.0012845831,0
67339347,0.007819642,0.118802145,0.0012930296,0
67539843,0.007666782,0.11958089,0.0014067203,0
67740339,0.0075092227,0.12032393,0.0013405019,0
67940834,0.008360918,0.12141379,0.0015396969,0
68141330,0.008193284,0.12227838,0.0015313838,0
68331801,0.009043213,0.123152316,0.0016488336,0
68542326,0.008852831,0.12255829,0.001574642,0
68742825,0.009684046,0.123303786,0.001468802,0
68973387,0.009465622,0.12312111,0.0015063677,0
69143809,0.010315058,0.1234212,0.0016705124,0
69344305,0.010108247,0.12324633,0.0015882815,0
69544801,0.01091789,0.123273924,0.0016651427,0
69735272,0.010704462,0.12356641,0.001651335,0
69945792,0.010484476,0.12312545,0.0016118687,0
70146288,0.011287794,0.12305566,0.0015792323,0
70346787,0.011228706,0.12258814,0.0014761132,0
70547279,0.012004248,0.12232872,0.0015420873,0
70747779,0.011763596,0.122277305,0.0014527807,0
70958295,0.012519542,0.12150532,0.0013463005,0
71148766,0.012281081,0.12159269,0.0012922966,0
71349262,0.01203485,0.121057846,0.0014767902,0
71549758,0.011787525,0.12036875,0.0014424525,0
71750253,0.012563127,0.11941394,0.0013688831,0
71940724,0.012317539,0.11888009,0.0013683067,0
72141219,0.0120705785,0.11829656,0.0012468743,0
72331690,0.012848728,0.11734278,0.0013500871,0
72542211,0.012578235,0.11667183,0.0011825431,0
72742707,0.012332349,0.11498991,0.0013005016,0
72963252,0.012261711,0.11359692,0.001001244,0
73143698,0.011839959,0.11250235,0.0010104869,0
73344193,0.011596639,0.11149142,0.0009914786,0
73544744,0.011364066,0.110056475,0.0009629995,0
73735164,0.011147672,0.108562246,0.00084925466,0
73945679,0.010912997,0.10617407,0.00078933744,0
74146175,0.010600757,0.10449951,0.0009322766,0
74346671,0.010388218,0.1025025,0.0007602626,0
