timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
1635376570,0.012141096,0.057464913,0.0010671634,0
1635587134,0.011879362,0.05682508,0.0010422809,0
1635767598,0.01316102,0.055400427,0.0010930182,0
1635968124,0.013816491,0.05448707,0.0009508382,0
1636168651,0.01411915,0.053196706,0.00088705425,0
1636359152,0.014760131,0.051180866,0.00094659947,0
1636569705,0.015942102,0.049801778,0.00086004974,0
1636770232,0.015622422,0.048100732,0.0009214382,0
1636970759,0.01681248,0.046059813,0.00084217277,0
1637181312,0.017956126,0.04378816,0.00075715454,0
1637376827,0.017605059,0.04213024,0.00087894726,0
1637567359,0.018760134,0.040004157,0.0007662962,0
1637757829,0.019308306,0.038040005,0.00076519005,0
1637968381,0.019497335,0.03593926,0.0008275647,0
1638168908,0.020608285,0.03431883,0.0006408692,0
1638369438,0.020829627,0.0319281,0.00081232074,0
1638579988,0.021269955,0.029972209,0.0006656432,0
1638770489,0.02236824,0.028701624,0.0006004746,0
1651358554,0.02236824,0.028701624,0.0006004746,1
1651579137,0.02236824,0.028701624,0.0006004746,1
1651779660,0.02236824,0.028701624,0.0006004746,1
1651970160,0.02236824,0.028701624,0.0006004746,1
1652170686,0.02236824,0.028701624,0.0006004746,1
1652381239,0.02236824,0.028701624,0.0006004746,1
1652576753,0.02236824,0.028701624,0.0006004746,1
1652767252,0.02236824,0.028701624,0.0006004746,1
1652977805,0.02236824,0.028701624,0.0006004746,1
1653188357,0.02236824,0.028701624,0.0006004746,1
1655369082,0.02236824,0.028701624,0.0006004746,1
1655569608,0.02236824,0.028701624,0.0006004746,1
1655770136,0.02236824,0.028701624,0.0006004746,1
1655970660,0.02236824,0.028701624,0.0006004746,1
1656171186,0.02236824,0.028701624,0.0006004746,1
1656371713,0.02236824,0.028701624,0.0006004746,1
1656577252,0.02236824,0.028701624,0.0006004746,1
1656767752,0.02236824,0.028701624,0.0006004746,1
1656978305,0.02236824,0.028701624,0.0006004746,1
1657198926,0.02236824,0.028701624,0.0006004746,1
1657379357,0.02236824,0.028701624,0.0006004746,1
1657569857,0.02236824,0.028701624,0.0006004746,1
1657770384,0.02236824,0.028701624,0.0006004746,1
1657970918,0.02236824,0.028701624,0.0006004746,1
1658161425,0.02236824,0.028701624,0.0006004746,1
