timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
598061437,0.046617012,0.015943417,0.0017428752,0
598261902,0.04720183,0.018730095,0.0018028071,0
598462366,0.04682771,0.021742946,0.0019160405,0
598652807,0.047435712,0.024526922,0.001937901,0
598863296,0.047074057,0.02792276,0.001975044,0
599063760,0.047633138,0.030162647,0.0019671025,0
599264223,0.04730752,0.03325617,0.0019464197,0
599474710,0.047816806,0.03555559,0.0020293612,0
599660140,0.047550548,0.03798106,0.0021104717,0
599860604,0.047458325,0.039821684,0.0022996946,0
600051046,0.04722409,0.041185174,0.002284114,0
600261533,0.04771322,0.042099945,0.0024052474,0
600461997,0.047440644,0.042778846,0.0023667263,0
605273140,0.047440644,0.042778846,0.0023667263,1
605463581,0.047440644,0.042778846,0.0023667263,1
617481402,0.047440644,0.042778846,0.0023667263,1
617661831,0.047440644,0.042778846,0.0023667263,1
617862284,0.047440644,0.042778846,0.0023667263,1
