timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
18472087,0.019699477,0.13116078,0.0030736255,0
18671246,0.020798689,0.13270408,0.003016928,0
19465526,0.022681078,0.13454963,0.0028932856,1
20464626,0.022681078,0.13454963,0.0028932856,1
21463646,0.022681078,0.13454963,0.0028932856,1
22472796,0.022681078,0.13454963,0.0028932856,1
23472018,0.022681078,0.13454963,0.0028932856,1
24270990,0.022681078,0.13454963,0.0028932856,1
48073188,0.022681078,0.13454963,0.0028932856,1
48273761,0.022681078,0.13454963,0.0028932856,1
49072220,0.022681078,0.13454963,0.0028932856,1
50066465,0.022681078,0.13454963,0.0028932856,1
