timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
172266520,0.0104830945,0.17644162,0.0018237947,0
172455986,0.010474254,0.17369263,0.0013946427,0
173255386,0.010265013,0.16972424,0.0023358879,1
174254127,0.010265013,0.16972424,0.0023358879,1
175247919,0.010265013,0.16972424,0.0023358879,1
176246840,0.010265013,0.16972424,0.0023358879,1
176655955,0.010265013,0.16972424,0.0023358879,1
219255698,0.010265013,0.16972424,0.0023358879,1
219455549,0.010265013,0.16972424,0.0023358879,1
220254609,0.010265013,0.16972424,0.0023358879,1
221254164,0.010265013,0.16972424,0.0023358879,1
