timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
383473909,383472953,527625,0.15416667,-0.07558333,0.15291667,nan,0,1
384474111,384473136,527625,0.15016666,-0.07891667,0.156,nan,0,1
385473882,385472930,527625,0.16208333,-0.084583335,0.14933333,nan,0,1
386473881,386472931,527625,0.15916666,-0.08016667,0.14016667,nan,0,1
387473881,387472928,527625,0.1625,-0.07975,0.13625,nan,0,1
388473884,388472934,527625,0.16125,-0.08291666,0.141,nan,0,1
389454052,389452928,527625,0.15416667,-0.080583334,0.13875,nan,0,1
390473914,390472963,527625,0.16041666,-0.08291666,0.13958333,nan,0,1
391474133,391473144,527625,0.16125,-0.08125,0.14058334,nan,0,1
392473889,392472934,527625,0.16433333,-0.07475,0.141,nan,0,1
393473887,393472937,527625,0.16041666,-0.08208333,0.13958333,nan,0,1
394473880,394472928,527625,0.16975,-0.07683333,0.1335,nan,0,1
395473886,395472931,527625,0.15333334,-0.07308333,0.15016666,nan,0,1
396474040,396472928,527625,0.17833333,-0.08016667,0.126,nan,0,1
397493904,397492953,527625,0.1625,-0.0785,0.14225,nan,0,1
398473878,398472928,527625,0.16166666,-0.08625,0.13433333,nan,0,1
399473909,399472953,527625,0.16391666,-0.065,0.155,nan,0,1
400433888,400432934,527625,0.16433333,-0.089999996,0.12766667,nan,0,1
401473878,401472928,527625,0.1625,-0.07725,0.141,nan,0,1
402473901,402472928,527625,0.16083333,-0.07975,0.14458333,nan,0,1
403474067,403472928,527625,0.15791667,-0.07266667,0.14791666,nan,0,1
404473955,404473005,527625,0.1635,-0.076,0.14891666,nan,0,1
405473883,405472928,527625,0.16724999,-0.08125,0.14225,nan,0,1
406473938,406472980,527625,0.15875,-0.08416667,0.14625,nan,0,1
407473889,407472937,527625,0.175,-0.07683333,0.13558333,nan,0,1
408473898,408472930,527625,0.18124999,-0.075166665,0.11975,nan,0,1
409473940,409472929,527625,0.18333334,-0.076416664,0.12058333,nan,0,1
