timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
1493274085,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1493478822,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1493678598,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1493878348,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1494078105,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1494277875,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1494477669,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1494672442,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1494877202,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1495076976,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1495276734,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1495476515,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,3801098,3801098,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
