timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
382086419,1,0,96,94,97,37,52
383116425,1,0,102,97,93,36,62
384155317,1,0,92,93,96,33,67
385085424,1,0,102,99,99,33,57
386142827,1,0,104,93,100,37,46
387167411,1,0,110,104,96,36,54
388115886,1,0,118,114,100,33,57
389122421,1,0,126,112,98,39,66
390164619,1,0,140,135,99,31,60
391088634,1,0,143,138,97,56,59
392122525,1,0,144,139,97,46,49
393176424,1,0,141,142,100,56,52
394202414,1,0,142,136,96,42,55
395135498,1,0,143,141,95,46,57
396166421,1,0,144,137,95,33,49
397101090,1,0,141,136,95,34,53
398130124,1,0,136,131,98,35,64
399189414,1,0,127,123,93,35,46
400093100,1,0,136,129,98,31,65
401147506,1,0,135,128,90,45,59
402176420,1,0,126,111,98,38,59
403108530,1,0,127,120,95,34,49
404155460,1,0,129,126,96,41,53
405072719,1,0,124,121,97,36,66
406133424,1,0,113,107,100,31,69
407159421,1,0,102,95,90,34,55
408190414,1,0,96,96,94,36,60
409124452,1,0,94,92,93,38,46
