timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
717172419,2,0,114,109,91,36,46
718108555,2,0,115,110,100,35,50
719135517,2,0,112,114,100,38,66
720176416,2,0,116,115,97,37,47
721095414,2,0,118,114,95,32,50
722138437,2,0,118,115,98,40,47
723170417,2,0,118,115,96,40,59
724078433,2,0,119,116,97,41,61
725126460,2,0,111,111,100,44,67
726163441,2,0,130,124,97,51,64
727103445,2,0,143,143,95,44,57
728142290,2,0,143,145,100,33,62
729182432,2,0,143,143,93,36,51
730095417,2,0,139,135,100,33,56
731149414,2,0,139,133,95,37,65
732074455,2,0,133,135,100,64,53
733107187,2,0,126,124,92,40,47
734146618,2,0,121,119,100,35,63
735197418,2,0,121,112,87,35,43
736120671,2,0,120,112,100,36,65
737162067,2,0,122,123,100,44,55
738077418,2,0,127,124,100,34,49
739110428,2,0,128,125,93,39,61
740157717,2,0,120,122,98,37,62
741088517,2,0,126,121,97,35,49
742109417,2,0,134,133,100,42,65
743092411,2,0,117,125,97,42,55
744079422,2,0,105,100,100,34,52
745133411,2,0,104,101,89,42,53
746159411,2,0,103,101,100,33,47
747078429,2,0,99,102,100,33,72
