timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
256130616,1,0,107,101,100,33,50
257079622,1,0,114,107,98,34,67
258078515,1,0,114,112,100,55,51
259135421,1,0,105,100,93,36,53
260175422,1,0,103,96,100,33,56
261087418,1,0,102,105,98,34,51
262132976,1,0,105,95,100,77,52
263183416,1,0,113,107,97,37,56
264098414,1,0,117,112,100,39,53
265147424,1,0,129,118,100,36,63
266175424,1,0,137,133,100,40,66
267090425,1,0,137,131,98,49,51
268139414,1,0,141,134,98,41,58
269187424,1,0,139,136,97,41,67
270095549,1,0,133,126,97,37,61
271157416,1,0,132,122,100,37,64
272073747,1,0,134,131,100,45,52
273121421,1,0,124,122,91,39,49
274151417,1,0,126,120,100,43,54
275084426,1,0,119,112,99,44,52
276108427,1,0,134,129,100,38,51
277161604,1,0,128,116,95,40,45
278110714,1,0,136,128,100,36,59
279119485,1,0,138,134,96,43,46
280170454,1,0,126,126,97,43,64
281078656,1,0,132,117,95,44,57
282123421,1,0,141,136,99,38,49
283170182,1,0,141,133,100,41,65
284094333,1,0,136,131,99,39,57
285127418,1,0,135,128,100,40,63
286168425,1,0,134,128,98,38,69
287083422,1,0,134,127,99,50,67
288126416,1,0,141,133,100,39,45
289179426,1,0,150,145,100,37,54
290093425,1,0,154,147,100,42,56
291149421,1,0,155,149,91,43,63
292173420,1,0,152,145,97,35,67
293142414,1,0,153,148,100,39,47
294123419,1,0,154,148,100,46,47
295194452,1,0,153,146,100,45,62
296131142,1,0,145,138,97,41,52
297151423,1,0,142,136,98,53,60
298079455,1,0,135,133,100,43,73
299120418,1,0,132,122,92,38,48
300157414,1,0,127,123,97,40,60
301072416,1,0,121,115,98,41,61
302121424,1,0,106,99,96,35,68
303160622,1,0,116,111,97,40,57
304090463,1,0,117,122,100,36,59
305120973,1,0,110,109,97,35,64
306152418,1,0,105,98,97,35,53
307084411,1,0,110,103,99,34,50
308119418,1,0,112,106,97,33,60
