timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
629116414,2,0,102,95,93,31,54
630084479,2,0,103,97,100,39,53
631086835,2,0,102,96,99,35,60
632121536,2,0,110,98,100,38,55
633168420,2,0,119,109,100,42,68
634079854,2,0,133,122,100,34,56
635130421,2,0,145,141,93,39,52
636155411,2,0,133,134,100,33,68
637085587,2,0,102,113,99,35,52
638124505,2,0,114,109,100,41,64
639164418,2,0,114,114,97,34,60
640079794,2,0,111,112,100,39,44
641140416,2,0,123,119,97,41,50
642167505,2,0,127,121,100,39,52
643082420,2,0,119,115,98,36,65
644137418,2,0,122,116,96,33,67
645186462,2,0,124,127,97,55,64
646094153,2,0,122,118,100,42,62
647150724,2,0,122,118,100,37,68
648098469,2,0,106,102,97,40,55
649107415,2,0,102,99,95,28,67
650070525,2,0,97,97,100,41,69
651192344,2,0,97,95,97,30,61
652102439,2,0,94,94,100,33,61
