timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
18113648,1,0,97,91,96,38,60
19148423,1,0,94,91,96,35,39
20194469,1,0,101,93,100,37,71
21101438,1,0,101,102,93,35,60
22150422,1,0,94,91,100,43,46
23076670,1,0,97,89,100,36,46
24115526,1,0,99,99,100,37,46
25143510,1,0,101,95,95,38,66
26071424,1,0,111,106,100,37,62
27109414,1,0,129,126,93,49,58
28147418,1,0,133,128,100,42,53
29081422,1,0,133,128,100,45,56
30114411,1,0,131,126,97,43,62
31170418,1,0,136,133,90,35,61
32078416,1,0,140,138,100,43,65
33127411,1,0,139,144,95,37,52
34078475,1,0,139,135,97,48,54
35082538,1,0,145,141,99,37,63
36127998,1,0,152,149,96,38,46
37174432,1,0,152,149,97,43,63
38078531,1,0,151,149,96,41,60
39142491,1,0,147,142,100,38,48
40168463,1,0,148,143,100,37,62
41099422,1,0,146,142,94,41,69
42128419,1,0,147,141,100,39,58
43186424,1,0,153,148,100,32,61
44086427,1,0,150,146,100,38,61
45150645,1,0,141,135,100,37,59
46171424,1,0,130,133,100,37,52
47096418,1,0,117,112,94,35,47
48144463,1,0,121,116,100,34,65
49192584,1,0,118,122,100,31,56
50090602,1,0,124,124,100,57,64
