timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
874113419,0,0,149,145,100,47,34
875145837,0,0,151,144,100,52,45
876206420,0,0,154,148,95,41,40
877115416,0,0,157,150,100,43,45
878154423,0,0,156,147,100,43,50
879077442,0,0,158,153,100,47,49
880115428,0,0,155,147,100,44,42
881109419,0,0,157,151,100,45,42
882093430,0,0,158,152,100,45,39
883132704,0,0,159,153,93,42,42
884170420,0,0,160,155,100,42,39
885087419,0,0,160,157,99,42,45
886080429,0,0,162,156,96,42,36
887077997,0,0,161,155,100,44,40
888098427,0,0,160,155,100,43,42
889132424,0,0,158,151,100,45,41
890166418,0,0,150,148,100,45,53
891124414,0,0,143,135,100,44,45
892143419,0,0,142,141,100,37,44
893085856,0,0,146,141,100,48,45
894113704,0,0,151,145,100,40,55
895150419,0,0,139,132,100,37,40
896181427,0,0,142,135,100,35,53
897099743,0,0,132,127,100,36,39
898143415,0,0,135,125,100,40,41
899202426,0,0,145,142,87,39,38
900107416,0,0,148,146,100,41,38
901160991,0,0,148,141,96,38,54
902084573,0,0,151,144,96,38,42
903117427,0,0,151,147,96,51,49
904082491,0,0,152,147,97,41,37
905096414,0,0,156,151,100,41,45
906123507,0,0,152,146,97,41,37
907172967,0,0,153,148,100,44,47
908100648,0,0,151,146,97,39,41
909116419,0,0,155,152,100,40,44
910169414,0,0,158,153,97,43,38
911105421,0,0,158,153,100,40,52
912116774,0,0,159,154,100,36,43
913171486,0,0,158,151,100,46,53
914097462,0,0,160,154,97,43,41
915125423,0,0,160,154,100,38,43
916171585,0,0,153,147,95,44,36
917106423,0,0,153,144,91,37,53
918132428,0,0,156,151,95,43,46
919193001,0,0,156,151,96,44,40
920107417,0,0,158,154,95,46,43
921149686,0,0,158,151,100,44,43
922138416,0,0,160,153,100,43,39
923120658,0,0,161,153,100,43,43
924140886,0,0,160,154,96,45,47
925082419,0,0,159,154,100,42,41
926118484,0,0,166,160,97,45,39
927143414,0,0,169,161,100,43,41
928072946,0,0,170,165,98,41,36
929123477,0,0,162,159,100,38,47
930159268,0,0,161,157,97,44,48
931074427,0,0,153,158,98,42,65
932123431,0,0,159,155,100,48,68
933152411,0,0,163,160,100,34,64
934079048,0,0,161,151,97,44,63
935144024,0,0,160,157,95,41,66
936156421,0,0,153,143,97,52,69
937080424,0,0,158,152,97,37,71
938127419,0,0,152,146,97,53,55
939173997,0,0,139,137,100,73,34
940133751,0,0,139,137,98,48,41
941143676,0,0,139,138,100,54,40
942180430,0,0,138,140,96,81,37
943106413,0,0,131,132,100,56,41
944139109,0,0,128,126,100,82,42
945186426,0,0,128,129,100,89,35
946101421,0,0,125,122,97,83,40
947146421,0,0,125,119,100,77,40
948080418,0,0,136,135,100,66,43
949098422,0,0,146,145,100,72,33
950141419,0,0,148,147,100,70,46
951086422,0,0,149,147,100,58,42
952102720,0,0,143,138,100,70,48
953168430,0,0,141,140,92,58,43
954086439,0,0,135,131,96,52,56
955114083,0,0,132,129,100,55,44
956162557,0,0,129,123,96,61,43
957083425,0,0,127,121,100,61,42
958169263,0,0,143,142,95,36,38
959169318,0,0,155,152,98,56,41
960097311,0,0,148,146,96,69,47
961131414,0,0,148,140,100,72,35
962165418,0,0,154,150,100,64,42
963088417,0,0,155,152,100,53,39
964133463,0,0,150,146,100,64,37
965172673,0,0,142,139,100,57,36
966096003,0,0,136,133,96,57,41
967124438,0,0,139,136,100,57,41
968167552,0,0,140,138,100,56,30
969104433,0,0,142,138,97,49,42
970129411,0,0,135,127,100,54,40
971198184,0,0,147,143,89,55,49
972109418,0,0,151,151,100,51,29
973139319,0,0,146,146,99,56,48
974196411,0,0,154,153,100,44,38
975104546,0,0,151,149,99,43,37
976162149,0,0,141,133,93,40,48
977077587,0,0,144,136,97,50,40
978126413,0,0,157,157,93,47,38
979144418,0,0,148,152,100,36,49
980083995,0,0,158,151,100,47,36
981106475,0,0,157,155,100,47,39
982153414,0,0,134,143,100,50,53
983086425,0,0,122,115,96,47,38
984114411,0,0,138,135,100,49,41
985146172,0,0,134,137,100,45,37
986079260,0,0,122,117,100,44,41
987130422,0,0,144,134,97,35,46
988154889,0,0,145,140,100,45,38
989100432,0,0,159,157,100,33,42
990135411,0,0,162,160,100,45,39
991163655,0,0,165,161,95,40,40
992084457,0,0,164,160,100,44,49
993127446,0,0,165,161,95,45,47
994094872,0,0,151,144,99,44,46
995084915,0,0,153,148,97,51,38
996153434,0,0,156,153,100,58,45
997087421,0,0,156,153,96,54,33
998105466,0,0,155,153,100,53,45
999137423,0,0,148,142,97,44,52
1000179717,0,0,159,157,100,44,43
1001110461,0,0,161,157,95,42,38
1002159979,0,0,166,161,100,45,39
1003093764,0,0,165,164,100,45,36
1004112420,0,0,154,147,100,37,37
1005150414,0,0,149,148,100,44,41
1006086421,0,0,138,126,100,36,40
1007100421,0,0,152,143,97,54,31
1008152417,0,0,149,159,100,39,32
1009090994,0,0,157,153,100,43,36
1010110627,0,0,146,144,100,45,38
1011161417,0,0,158,150,98,43,38
1012117419,0,0,159,141,96,39,47
1013123417,0,0,165,162,97,41,31
1014178416,0,0,138,135,100,40,42
1015100703,0,0,129,123,98,37,50
1016136150,0,0,133,127,100,42,42
1017121741,0,0,137,130,100,44,49
1018107421,0,0,155,153,100,44,40
1019130428,0,0,151,150,96,38,48
1020169414,0,0,152,149,100,39,36
1021109427,0,0,147,141,100,37,31
1022127430,0,0,152,145,100,37,37
1023074414,0,0,157,153,100,42,39
1024104160,0,0,159,155,100,40,39
1025132677,0,0,155,152,100,36,47
1026190417,0,0,127,121,97,40,37
1027105426,0,0,121,118,100,53,35
1028136418,0,0,127,114,98,40,41
1029185284,0,0,142,135,96,47,49
1030144414,0,0,150,146,93,36,31
1031149416,0,0,157,155,96,50,43
1032074424,0,0,156,153,100,38,33
1033125017,0,0,165,159,96,44,43
1034158635,0,0,165,161,100,30,44
1035123754,0,0,162,157,100,39,47
1036131419,0,0,167,168,99,52,45
1037175423,0,0,145,139,100,37,39
1038090414,0,0,160,159,100,36,31
1039131625,0,0,162,163,100,37,47
1040154430,0,0,170,171,100,38,36
1041091423,0,0,152,141,100,36,38
1042137782,0,0,134,126,100,32,48
1043159809,0,0,148,145,95,37,37
1044083674,0,0,159,162,100,38,38
1045129625,0,0,163,164,100,40,35
1046168075,0,0,165,158,98,48,39
1047088877,0,0,166,164,100,39,40
1048176141,0,0,163,154,96,35,39
1049076422,0,0,163,166,100,41,39
1050098431,0,0,159,147,98,35,48
1051154560,0,0,169,167,100,32,35
1052185860,0,0,171,168,97,32,47
1053117414,0,0,168,160,95,39,38
1054151425,0,0,175,174,95,34,41
1055091416,0,0,175,172,100,39,35
1056113420,0,0,176,173,97,34,33
1057148665,0,0,176,173,100,37,52
1058079482,0,0,168,162,97,33,43
1059111416,0,0,167,161,100,48,51
1060079917,0,0,172,164,100,41,43
1061208918,0,0,167,162,90,44,38
1062107595,0,0,167,162,100,39,41
1063083419,0,0,160,153,100,40,49
1064092414,0,0,163,157,97,35,40
1065114443,0,0,165,172,100,35,34
1066181457,0,0,158,153,84,40,44
1067094411,0,0,156,152,100,38,49
1068125602,0,0,158,151,95,38,36
1069180429,0,0,164,159,100,44,45
1070091411,0,0,172,171,95,36,36
1071145802,0,0,171,170,95,35,34
1072077424,0,0,174,170,99,36,37
1073227411,0,0,171,166,100,38,48
1074128420,0,0,167,162,96,46,39
1075168669,0,0,159,152,100,43,44
1076088416,0,0,158,157,98,37,39
1077137421,0,0,155,152,100,38,44
1078076933,0,0,157,156,98,47,32
1079098419,0,0,142,147,100,38,34
1080135426,0,0,156,158,98,34,46
1081077420,0,0,163,161,98,33,37
1082105282,0,0,158,158,100,38,48
1083139424,0,0,145,137,98,42,37
1084091450,0,0,142,131,97,46,35
1085128423,0,0,145,139,100,36,38
1086155424,0,0,146,139,96,33,42
1087211267,0,0,152,151,100,35,38
1088131430,0,0,147,146,96,47,38
1089078433,0,0,139,124,96,42,32
1090088399,0,0,155,149,100,39,31
1091137686,0,0,141,143,100,36,34
1092160414,0,0,154,151,100,45,39
1093093541,0,0,161,159,100,35,45
1094120420,0,0,153,149,100,35,38
1095164413,0,0,149,149,100,35,43
1096109306,0,0,135,130,98,37,46
1097141714,0,0,136,135,100,36,44
1098166466,0,0,129,130,96,38,36
1099081417,0,0,138,134,100,51,38
1100129418,0,0,149,147,100,40,38
1101169457,0,0,153,149,100,37,35
1102090421,0,0,153,149,100,39,39
1103141411,0,0,152,149,100,37,47
1104182448,0,0,151,148,96,35,39
1105095416,0,0,141,136,98,37,30
1106146421,0,0,137,131,96,42,35
1107119269,0,0,148,144,96,39,34
1108105418,0,0,151,149,96,32,48
1109159443,0,0,153,150,95,36,39
1110095420,0,0,149,146,100,38,46
1111119495,0,0,149,145,99,54,34
1112099465,0,0,149,146,99,38,38
1113089510,0,0,146,141,97,39,36
1114114455,0,0,147,143,98,45,39
1115151420,0,0,146,141,100,40,51
1116081420,0,0,140,137,100,33,49
1117113851,0,0,142,134,100,32,47
1118155421,0,0,140,135,100,36,38
1119096264,0,0,137,131,97,36,37
1120135417,0,0,128,124,90,43,50
1121178568,0,0,122,118,95,39,36
1122090418,0,0,132,121,100,36,38
1123126249,0,0,151,150,100,36,40
1124176352,0,0,142,140,100,36,40
1125145418,0,0,145,138,90,35,35
1126138550,0,0,144,144,100,34,40
1127184425,0,0,151,145,95,40,37
1128111426,0,0,154,148,96,35,33
1129133663,0,0,160,155,97,36,47
1130187918,0,0,143,132,100,42,34
1131116414,0,0,143,133,95,37,46
1132151416,0,0,155,151,100,35,49
1133084920,0,0,160,157,98,36,43
1134102805,0,0,149,156,100,32,37
1135138597,0,0,149,138,97,38,42
1136072441,0,0,152,150,100,34,36
1137115420,0,0,161,158,97,36,33
1138152616,0,0,145,144,91,34,46
1139072457,0,0,156,154,98,34,48
1140110423,0,0,164,161,97,43,36
1141149441,0,0,156,146,95,39,39
1142203526,0,0,158,154,95,34,37
1143154452,0,0,154,153,95,38,37
1144164825,0,0,152,149,100,40,38
1145099425,0,0,139,125,98,42,36
1146137412,0,0,157,155,96,43,49
1147171424,0,0,162,162,100,35,30
1148115424,0,0,161,159,100,38,48
1149134411,0,0,164,164,97,44,38
1150177414,0,0,171,167,100,42,43
1151094424,0,0,173,170,100,37,46
1152139414,0,0,171,165,100,36,38
1153164410,0,0,168,171,100,40,33
1154095427,0,0,160,153,100,36,51
1155130419,0,0,156,153,100,38,52
1156086742,0,0,156,152,100,37,49
1157098471,0,0,165,162,100,33,36
