timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
796116761,0,0,169,164,97,35,48
797155411,0,0,163,150,100,36,54
798110419,0,0,165,161,100,34,53
799127220,0,0,166,163,100,47,51
800160491,0,0,144,128,96,40,39
801080421,0,0,144,141,98,36,41
802114724,0,0,148,140,100,33,38
803160414,0,0,159,156,100,33,39
804091429,0,0,152,148,97,32,41
805123416,0,0,147,142,100,35,38
806176524,0,0,159,156,96,36,36
807096922,0,0,151,154,100,36,34
808129414,0,0,144,140,96,37,42
809092419,0,0,156,148,97,42,37
810110419,0,0,154,153,96,39,37
811151424,0,0,166,161,97,36,39
812187418,0,0,171,169,96,48,38
813113429,0,0,163,152,100,40,56
814095901,0,0,156,152,100,38,51
815181464,0,0,165,161,100,45,49
816114431,0,0,154,152,100,43,40
817136419,0,0,156,151,100,36,39
818183420,0,0,162,155,100,45,40
819106421,0,0,166,162,100,41,48
820140421,0,0,167,165,100,41,54
821080419,0,0,171,166,100,40,42
822111796,0,0,165,161,94,45,43
823157629,0,0,159,154,99,43,40
824204059,0,0,161,156,93,39,42
825119414,0,0,159,158,98,41,41
826155764,0,0,155,158,96,44,41
827125765,0,0,155,145,92,43,39
828137653,0,0,167,159,100,50,43
829166420,0,0,164,160,97,41,39
830097464,0,0,164,154,100,44,41
831136416,0,0,173,165,97,42,42
832095417,0,0,164,160,100,44,39
833089423,0,0,159,147,100,39,51
834142492,0,0,161,154,100,42,47
835078753,0,0,166,160,96,45,45
836086469,0,0,167,161,100,38,57
837124520,0,0,162,156,100,42,48
838168538,0,0,154,147,100,43,51
839101434,0,0,143,130,98,41,40
840142418,0,0,147,131,91,41,40
841089423,0,0,153,151,100,44,45
842095420,0,0,154,150,100,42,35
843145421,0,0,142,130,95,46,48
844074418,0,0,139,133,100,40,42
845141560,0,0,131,136,97,39,45
846158425,0,0,132,132,100,36,40
847091438,0,0,140,135,95,42,40
848121411,0,0,146,143,100,46,40
849163422,0,0,155,146,97,39,40
850124799,0,0,155,148,97,41,51
851113783,0,0,155,149,97,49,36
852161425,0,0,157,151,100,42,39
853094424,0,0,161,153,97,43,37
854113427,0,0,161,155,100,41,44
855156423,0,0,156,154,97,40,43
856093239,0,0,153,144,100,45,50
857112462,0,0,149,146,97,41,44
858180422,0,0,149,141,95,43,41
859089428,0,0,149,142,97,43,42
860123505,0,0,156,150,97,42,40
861177419,0,0,157,152,96,45,43
862098447,0,0,157,152,100,40,37
863185106,0,0,157,154,95,49,52
864181317,0,0,154,148,100,43,38
865108630,0,0,154,150,98,43,43
866143416,0,0,154,148,100,47,46
867071465,0,0,154,149,100,48,40
868118419,0,0,149,145,100,52,37
869142447,0,0,148,144,97,53,35
870083416,0,0,148,141,100,49,35
871116415,0,0,147,139,92,53,42
872139427,0,0,147,141,100,47,41
873185696,0,0,146,141,100,49,50
