timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
1233145712,0,0,151,145,95,37,45
1234182414,0,0,155,153,100,38,41
1235116420,0,0,156,152,97,33,40
1236147422,0,0,151,146,100,34,60
1237183657,0,0,157,153,97,34,55
1238149423,0,0,157,153,98,35,40
1239140420,0,0,157,153,100,40,48
1240081425,0,0,157,154,96,36,40
1241114061,0,0,158,154,97,40,46
1242139418,0,0,158,154,100,36,38
1243081598,0,0,158,154,97,36,45
1244113418,0,0,158,154,100,49,35
1245154478,0,0,152,154,97,41,41
1246186425,0,0,154,149,99,38,36
1247112118,0,0,144,145,99,43,39
1248147823,0,0,147,137,100,40,45
1249081435,0,0,148,145,97,40,53
1250121419,0,0,139,141,100,42,47
1251175419,0,0,141,138,90,42,43
1252083428,0,0,140,135,96,44,62
1253139417,0,0,150,145,95,43,43
1254173520,0,0,148,140,100,44,56
1255083426,0,0,147,144,97,43,41
1256178418,0,0,138,133,90,41,42
1257077447,0,0,147,147,97,44,36
1258104696,0,0,141,136,100,47,45
1259137020,0,0,141,139,100,41,51
1260171115,0,0,132,124,100,44,46
1261115958,0,0,138,137,97,55,41
1262141670,0,0,140,136,100,55,39
1263079460,0,0,144,138,97,47,46
1264103681,0,0,150,142,96,50,44
1265140419,0,0,146,140,98,57,37
1266174930,0,0,150,142,100,56,49
1267099440,0,0,160,159,97,57,45
1268142638,0,0,154,154,99,46,51
1269079431,0,0,148,147,100,51,52
1270107422,0,0,153,146,98,37,51
1271167424,0,0,143,132,97,52,50
1272079452,0,0,147,140,96,48,66
1273114420,0,0,150,144,97,46,56
1274085817,0,0,150,144,97,49,40
1275205601,0,0,149,142,97,46,65
1276125412,0,0,147,140,100,38,62
1277154308,0,0,149,144,100,47,55
1278101430,0,0,149,144,100,40,47
1279087419,0,0,146,139,100,46,60
1280168588,0,0,144,140,100,48,45
1281095429,0,0,136,131,97,43,48
1282120423,0,0,130,126,100,46,56
1283170419,0,0,127,121,100,46,49
1284096231,0,0,128,122,100,40,47
1285132902,0,0,138,131,100,40,59
1286180595,0,0,131,129,100,44,52
1287119618,0,0,130,119,99,40,59
1288141423,0,0,133,133,96,44,52
1289190586,0,0,139,131,97,42,57
1290111582,0,0,139,135,99,41,47
1291143426,0,0,142,137,97,42,51
1292115494,0,0,143,138,96,40,54
1293119417,0,0,141,135,100,44,47
1294142424,0,0,140,134,100,34,59
1295084498,0,0,138,133,100,38,62
1296120414,0,0,142,135,100,50,45
1297089481,0,0,146,138,98,51,51
1298191640,0,0,139,129,100,39,45
1299131685,0,0,138,131,98,47,60
1300158428,0,0,139,132,99,45,54
1301196551,0,0,145,138,96,36,58
1302123411,0,0,145,140,98,42,54
1303151417,0,0,146,140,100,43,45
1304088415,0,0,147,140,100,47,54
1305127428,0,0,147,142,98,43,50
1306166361,0,0,146,142,99,47,59
1307083430,0,0,143,136,100,41,52
1308139879,0,0,128,120,96,41,52
1309172416,0,0,125,114,100,46,43
1310134066,0,0,123,123,97,37,63
1311148626,0,0,117,115,96,37,51
1312177449,0,0,107,109,97,36,64
1313105709,0,0,108,103,100,33,47
1314144100,0,0,113,109,97,37,59
