timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
1584091117,3,0,147,138,100,38,46
1585116528,3,0,142,135,100,37,39
1586149417,3,0,143,137,94,39,45
1587077422,3,0,139,131,100,41,52
1588102421,3,0,134,127,100,40,43
1589141424,3,0,144,140,100,43,56
1590116425,3,0,134,124,98,43,46
1591104285,3,0,138,134,100,44,48
1592152889,3,0,129,119,100,40,38
1593079417,3,0,135,125,100,41,56
1594110724,3,0,139,138,100,42,44
1595078424,3,0,132,128,99,44,47
1596080415,3,0,126,118,100,41,45
1597122457,3,0,121,118,96,53,41
1598173414,3,0,120,114,96,49,40
1599086433,3,0,120,118,100,51,42
1600117811,3,0,122,116,97,52,58
1601171466,3,0,110,104,100,56,56
1602100470,3,0,108,96,96,58,38
1603124794,3,0,120,120,100,59,59
1604171419,3,0,120,118,100,63,51
1605100440,3,0,130,127,99,58,47
1606141421,3,0,131,128,95,69,44
1607171416,3,0,118,107,100,64,55
1608131423,3,0,114,107,97,79,50
1609142617,4,0,109,102,100,81,40
1610180431,4,0,120,126,99,87,58
1611111179,4,0,117,119,100,74,51
1612130414,4,0,116,120,100,81,47
1613108188,4,0,119,118,98,54,64
1614097433,4,0,120,126,100,62,42
1615145786,5,0,117,122,98,93,41
1616315707,6,0,114,120,86,71,50
1617114688,6,0,110,113,100,94,46
1618196494,7,0,111,115,92,70,50
1619081417,8,0,112,115,100,95,49
1620129435,8,0,114,119,96,83,47
1621166416,11,0,111,115,90,96,47
1622084416,17,0,111,108,100,84,39
1623124120,18,0,113,121,100,91,49
1624149414,18,0,115,121,98,87,54
1625105433,20,0,111,121,100,70,54
1626139421,21,0,108,121,93,56,54
1627153416,21,0,109,121,100,64,54
1628085541,21,0,110,110,100,77,50
1629134643,25,0,116,116,100,73,49
1630163428,26,0,117,116,97,77,49
1631087258,26,0,125,122,100,94,42
1632128424,26,0,125,127,97,61,37
1633077418,27,0,120,120,100,59,43
1634087845,27,0,133,131,99,87,49
1635144741,27,0,125,121,100,76,44
1636175960,27,0,131,126,100,76,48
1637105296,27,0,137,135,100,73,53
1638155422,27,0,144,139,94,71,36
1639178604,27,0,148,146,92,45,57
1640108425,27,0,150,146,99,60,51
1641155188,27,0,149,150,97,53,54
1642096448,27,0,144,144,100,45,57
1643112001,27,0,151,151,100,35,52
1644163411,27,0,137,148,95,38,50
1645095481,27,0,122,122,100,40,54
1646110421,27,0,130,133,100,42,43
1647151414,27,0,127,126,100,42,56
1648092418,27,0,130,130,100,39,31
1649165875,27,0,130,124,96,40,48
1650167421,27,0,129,123,97,40,41
1651121431,27,0,127,127,95,45,50
1652125420,27,0,124,123,100,44,57
1653170421,27,0,133,135,97,40,63
1654116411,27,0,145,143,100,42,47
1655130424,27,0,133,134,97,49,42
1656078597,27,0,134,122,100,43,43
1657218552,27,0,136,131,89,40,44
1658122473,27,0,133,127,100,32,66
1659174041,27,0,142,137,97,36,58
1660099441,27,0,150,137,100,48,57
1661124429,27,0,151,144,97,38,45
1662188464,27,0,142,139,84,31,61
1663100438,27,0,139,136,100,36,50
1664153411,27,0,139,134,100,36,50
1665179418,27,0,142,138,96,36,54
