timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
1507119430,3,0,103,102,100,32,51
1508161421,3,0,104,104,100,35,60
1509075458,3,0,102,101,97,34,60
1510116418,3,0,109,105,100,36,59
1511150457,3,0,109,102,100,33,49
1512079416,3,0,102,101,100,33,64
1513116537,3,0,110,105,93,37,45
1514153467,3,0,112,109,100,39,66
1515079423,3,0,108,106,97,36,50
1516116663,3,0,112,108,100,35,59
1517149425,3,0,141,143,100,45,42
1518126578,3,0,153,152,96,36,34
1519119714,3,0,157,147,100,38,57
1520159534,3,0,152,146,97,46,50
1521088490,3,0,154,146,100,46,48
1522135425,3,0,152,146,100,48,37
1523164012,3,0,154,151,96,45,42
1524088453,3,0,160,155,97,41,48
1525144419,3,0,159,157,94,45,42
1526186792,3,0,154,142,96,51,55
1527092452,3,0,155,152,96,53,32
1528136421,3,0,161,155,100,47,41
1529174707,3,0,166,160,98,51,40
1530109200,3,0,160,156,100,56,48
1531155440,3,0,157,153,89,53,44
1532080274,3,0,149,146,97,55,57
1533095419,3,0,141,134,97,58,40
1534148415,3,0,142,137,100,54,36
1535174420,3,0,133,132,100,54,55
1536146760,3,0,130,123,98,54,53
1537141550,3,0,135,130,100,51,48
1538084654,3,0,141,137,95,50,46
1539109772,3,0,144,143,100,46,54
1540154427,3,0,140,134,98,50,43
1541090481,3,0,136,131,97,50,41
1542119810,3,0,127,115,99,50,45
1543168430,3,0,129,124,96,49,54
1544089472,3,0,139,135,98,43,39
1545117455,3,0,143,133,96,46,42
1546165433,3,0,131,120,97,49,49
1547199418,3,0,136,136,98,52,49
1548121285,3,0,136,137,99,52,44
1549081421,3,0,145,138,100,47,55
1550101435,3,0,148,143,94,48,42
1551130611,3,0,146,144,100,47,44
1552167414,3,0,142,141,97,46,38
1553093459,3,0,142,133,100,45,55
1554186418,3,0,146,143,97,85,62
1555167010,3,0,142,137,97,40,49
1556105789,3,0,119,114,97,47,42
1557128429,3,0,114,107,98,38,37
1558177728,3,0,117,110,97,42,55
1559138419,3,0,113,109,100,47,52
1560145416,3,0,112,109,97,41,48
1561080584,3,0,110,100,98,44,45
1562118420,3,0,117,113,94,40,41
1563145685,3,0,131,122,100,52,41
1564195432,3,0,128,122,98,46,38
1565125414,3,0,125,120,96,47,45
1566143724,3,0,126,122,97,36,54
1567081420,3,0,128,124,100,53,53
1568129419,3,0,117,110,100,43,45
1569154240,3,0,121,117,100,49,38
1570082483,3,0,126,124,100,52,62
1571121596,3,0,117,111,100,45,44
1572168416,3,0,129,126,96,50,57
1573085617,3,0,128,124,100,51,51
1574137423,3,0,123,117,100,53,52
1575159677,3,0,129,122,100,53,38
1576073505,3,0,137,135,97,48,53
1577120417,3,0,141,132,97,54,56
1578170421,3,0,143,141,98,50,57
1579083728,3,0,137,127,97,54,53
1580136425,3,0,133,131,100,48,40
1581172775,3,0,126,123,98,46,60
1582087435,3,0,140,141,97,50,37
1583153136,3,0,149,146,100,47,55
