timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
652660769,1,0,1,1,0,0,1,1,0,1,1,1,1,0
653165276,1,0,1,1,0,0,1,1,0,1,1,1,1,0
653675156,1,0,1,1,0,0,1,1,0,1,1,1,1,0
654185171,1,0,1,1,0,0,1,1,0,1,1,1,1,0
654695971,1,0,1,1,0,0,1,1,0,1,1,1,1,0
655206929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
655717134,1,0,1,1,0,0,1,1,0,1,1,1,1,0
656225974,1,0,1,1,0,0,1,1,0,1,1,1,1,0
656726087,1,0,1,1,0,0,1,1,0,1,1,1,1,0
657236970,1,0,1,1,0,0,1,1,0,1,1,1,1,0
657746973,1,0,1,1,0,0,1,1,0,1,1,1,1,0
658247075,1,0,1,1,0,0,1,1,0,1,1,1,1,0
658747967,1,0,1,1,0,0,1,1,0,1,1,1,1,0
659257416,1,0,1,1,0,0,1,1,0,1,1,1,1,0
659757937,1,0,1,1,0,0,1,1,0,1,1,1,1,0
660267927,1,0,1,1,0,0,1,1,0,1,1,1,1,0
660768302,1,0,1,1,0,0,1,1,0,1,1,1,1,0
661275680,1,0,1,1,0,0,1,1,0,1,1,1,1,0
661778930,1,0,1,1,0,0,1,1,0,1,1,1,1,0
662285393,1,0,1,1,0,0,1,1,0,1,1,1,1,0
662794215,1,0,1,1,0,0,1,1,0,1,1,1,1,0
663295910,1,0,1,1,0,0,1,1,0,1,1,1,1,0
663800011,1,0,1,1,0,0,1,1,0,1,1,1,1,0
664310929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
664818969,1,0,1,1,0,0,1,1,0,1,1,1,1,0
665323174,1,0,1,1,0,0,1,1,0,1,1,1,1,0
665833007,1,0,1,1,0,0,1,1,0,1,1,1,1,0
666342330,1,0,1,1,0,0,1,1,0,1,1,1,1,0
666851971,1,0,1,1,0,0,1,1,0,1,1,1,1,0
667361932,1,0,1,1,0,0,1,1,0,1,1,1,1,0
667862015,1,0,1,1,0,0,1,1,0,1,1,1,1,0
668369992,1,0,1,1,0,0,1,1,0,1,1,1,1,0
668878066,1,0,1,1,0,0,1,1,0,1,1,1,1,0
669382969,1,0,1,1,0,0,1,1,0,1,1,1,1,0
669887124,1,0,1,1,0,0,1,1,0,1,1,1,1,0
670387974,1,0,1,1,0,0,1,1,0,1,1,1,1,0
670888342,1,0,1,1,0,0,1,1,0,1,1,1,1,0
671395396,1,0,1,1,0,0,1,1,0,1,1,1,1,0
671896976,1,0,1,1,0,0,1,1,0,1,1,1,1,0
672398938,1,0,1,1,0,0,1,1,0,1,1,1,1,0
672899363,1,0,1,1,0,0,1,1,0,1,1,1,1,0
673408249,1,0,1,1,0,0,1,1,0,1,1,1,1,0
673912999,1,0,1,1,0,0,1,1,0,1,1,1,1,0
674416092,1,0,1,1,0,0,1,1,0,1,1,1,1,0
674926057,1,0,1,1,0,0,1,1,0,1,1,1,1,0
675437223,1,0,1,1,0,0,1,1,0,1,1,1,1,0
675939521,1,0,1,1,0,0,1,1,0,1,1,1,1,0
676439953,1,0,1,1,0,0,1,1,0,1,1,1,1,0
676940938,1,0,1,1,0,0,1,1,0,1,1,1,1,0
677451308,1,0,1,1,0,0,1,1,0,1,1,1,1,0
677963235,1,0,1,1,0,0,1,1,0,1,1,1,1,0
678472746,1,0,1,1,0,0,1,1,0,1,1,1,1,0
678983222,1,0,1,1,0,0,1,1,0,1,1,1,1,0
679493127,1,0,1,1,0,0,1,1,0,1,1,1,1,0
680003931,1,0,1,1,0,0,1,1,0,1,1,1,1,0
680512966,1,0,1,1,0,0,1,1,0,1,1,1,1,0
681022929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
681524206,1,0,1,1,0,0,1,1,0,1,1,1,1,0
682035057,1,0,1,1,0,0,1,1,0,1,1,1,1,0
682445296,0,0,1,1,0,0,1,1,0,1,1,1,1,0
682950124,0,0,1,1,0,0,1,1,0,1,1,1,1,0
