timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
598070346,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
598577135,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
599085014,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
599592095,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
600098074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
600604266,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
601111113,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
601619077,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
602125201,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
602632106,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
603138076,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
603646153,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
604152300,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
604659079,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
605167213,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
605676077,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
606183074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
606689080,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
607196217,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
607705167,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
608214246,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
608721075,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
609228097,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
609734783,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
610243075,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
610751950,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
610795355,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
610839125,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
611348114,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
611857078,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
612000325,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
612508080,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
613014303,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
613521289,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
614029230,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
614538076,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
615047005,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
615556114,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
616063223,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
616570084,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
617012390,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
617512647,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
