timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
582515071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
583020074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
583528449,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
584037076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
584546076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
585053112,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
585560110,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
586068075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
586577075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
587083142,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
587590088,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
588097079,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
588605272,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
589113109,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
589623013,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
590130075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
590639139,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
591146559,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
591652583,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
592137234,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
592578323,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
593081020,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
