timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
278090074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
278597188,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
279105074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
279613949,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
280119069,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
280625107,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
281132185,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
281638521,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
282145056,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
282652183,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
283160079,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
283666247,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
284173162,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
284680538,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
285189073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
285696422,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
286202076,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
286709096,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
287215071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
287722099,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
288229073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
288737222,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
289243150,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
289751074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
290259732,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
290766173,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
291272070,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
291779106,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
292285109,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
292793161,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
293299248,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
293808077,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
294314314,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
294821188,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
295330704,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
295839071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
296346203,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
296852094,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
297358207,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
297868074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
298375070,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
298882103,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
299389132,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
299899073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
300406240,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
300914239,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
301421142,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
301928073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
302436206,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
302942087,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
303448172,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
303877484,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
304386171,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
304893550,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
305400179,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
305908187,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
306415273,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
306923072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
307429626,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
307935686,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
308444073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
308896596,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
309398105,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
