timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
382316348,1,0,1,1,0,0,1,1,0,1,1,1,1,0
382827027,1,0,1,1,0,0,1,1,0,1,1,1,1,0
383337004,1,0,1,1,0,0,1,1,0,1,1,1,1,0
383847969,1,0,1,1,0,0,1,1,0,1,1,1,1,0
384358929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
384869101,1,0,1,1,0,0,1,1,0,1,1,1,1,0
385378929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
385879175,1,0,1,1,0,0,1,1,0,1,1,1,1,0
386388929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
386888971,1,0,1,1,0,0,1,1,0,1,1,1,1,0
387397927,1,0,1,1,0,0,1,1,0,1,1,1,1,0
387898205,1,0,1,1,0,0,1,1,0,1,1,1,1,0
388409297,1,0,1,1,0,0,1,1,0,1,1,1,1,0
388919926,1,0,1,1,0,0,1,1,0,1,1,1,1,0
389430001,1,0,1,1,0,0,1,1,0,1,1,1,1,0
389940012,1,0,1,1,0,0,1,1,0,1,1,1,1,0
390443164,1,0,1,1,0,0,1,1,0,1,1,1,1,0
390952810,1,0,1,1,0,0,1,1,0,1,1,1,1,0
391453225,1,0,1,1,0,0,1,1,0,1,1,1,1,0
391961959,1,0,1,1,0,0,1,1,0,1,1,1,1,0
392462185,1,0,1,1,0,0,1,1,0,1,1,1,1,0
392972965,1,0,1,1,0,0,1,1,0,1,1,1,1,0
393476227,1,0,1,1,0,0,1,1,0,1,1,1,1,0
393985971,1,0,1,1,0,0,1,1,0,1,1,1,1,0
394496179,1,0,1,1,0,0,1,1,0,1,1,1,1,0
395007333,1,0,1,1,0,0,1,1,0,1,1,1,1,0
395507975,1,0,1,1,0,0,1,1,0,1,1,1,1,0
396016686,1,0,1,1,0,0,1,1,0,1,1,1,1,0
396519934,1,0,1,1,0,0,1,1,0,1,1,1,1,0
397028933,1,0,1,1,0,0,1,1,0,1,1,1,1,0
397530932,1,0,1,1,0,0,1,1,0,1,1,1,1,0
398036352,1,0,1,1,0,0,1,1,0,1,1,1,1,0
398545969,1,0,1,1,0,0,1,1,0,1,1,1,1,0
399046975,1,0,1,1,0,0,1,1,0,1,1,1,1,0
399557320,1,0,1,1,0,0,1,1,0,1,1,1,1,0
400067929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
400577930,1,0,1,1,0,0,1,1,0,1,1,1,1,0
401077991,1,0,1,1,0,0,1,1,0,1,1,1,1,0
401580194,1,0,1,1,0,0,1,1,0,1,1,1,1,0
402090956,1,0,1,1,0,0,1,1,0,1,1,1,1,0
402601937,1,0,1,1,0,0,1,1,0,1,1,1,1,0
403112132,1,0,1,1,0,0,1,1,0,1,1,1,1,0
403621929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
404131010,1,0,1,1,0,0,1,1,0,1,1,1,1,0
404642587,1,0,1,1,0,0,1,1,0,1,1,1,1,0
405152505,1,0,1,1,0,0,1,1,0,1,1,1,1,0
405663105,1,0,1,1,0,0,1,1,0,1,1,1,1,0
406174055,1,0,1,1,0,0,1,1,0,1,1,1,1,0
406675949,1,0,1,1,0,0,1,1,0,1,1,1,1,0
406931099,1,0,1,1,0,0,1,1,0,1,1,1,1,0
407431208,1,0,1,1,0,0,1,1,0,1,1,1,1,0
407940929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
408450940,1,0,1,1,0,0,1,1,0,1,1,1,1,0
408950968,1,0,1,1,0,0,1,1,0,1,1,1,1,0
409085739,0,0,1,1,0,0,1,1,0,1,1,1,1,0
409593051,0,0,1,1,0,0,1,1,0,1,1,1,1,0
