timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
629580821,1,0,0,1,0,0,1,1,0,0,0,0,0,0
630086201,1,0,0,1,0,0,1,1,0,0,0,0,0,0
630589563,1,0,0,1,0,0,1,1,0,0,0,0,0,0
631098978,1,0,0,1,0,0,1,1,0,0,0,0,0,0
631609978,1,0,0,1,0,0,1,1,0,0,0,0,0,0
632117973,1,0,0,1,0,0,1,1,0,0,0,0,0,0
632627929,1,0,0,1,0,0,1,1,0,0,0,0,0,0
633135929,1,0,0,1,0,0,1,1,0,0,0,0,0,0
633645934,1,0,0,1,0,0,1,1,0,0,0,0,0,0
634154121,1,0,0,1,0,0,1,1,0,0,0,0,0,0
634664120,1,0,0,1,0,0,1,1,0,0,0,0,0,0
635177677,1,0,0,1,0,0,1,1,0,0,0,0,0,0
635683052,1,0,0,1,0,0,1,1,0,0,0,0,0,0
636187969,1,0,0,1,0,0,1,1,0,0,0,0,0,0
636693418,1,0,0,1,0,0,1,1,0,0,0,0,0,0
637202929,1,0,0,1,0,0,1,1,0,0,0,0,0,0
637707151,1,0,0,1,0,0,1,1,0,0,0,0,0,0
638215932,1,0,0,1,0,0,1,1,0,0,0,0,0,0
638726138,1,0,0,1,0,0,1,1,0,0,0,0,0,0
639234414,1,0,0,1,0,0,1,1,0,0,0,0,0,0
639744225,1,0,0,1,0,0,1,1,0,0,0,0,0,0
640254072,1,0,0,1,0,0,1,1,0,0,0,0,0,0
640759080,1,0,0,1,0,0,1,1,0,0,0,0,0,0
641267176,1,0,0,1,0,0,1,1,0,0,0,0,0,0
641777993,1,0,0,1,0,0,1,1,0,0,0,0,0,0
642288011,1,0,0,1,0,0,1,1,0,0,0,0,0,0
642796973,1,0,0,1,0,0,1,1,0,0,0,0,0,0
643297936,1,0,0,1,0,0,1,1,0,0,0,0,0,0
643807074,1,0,0,1,0,0,1,1,0,0,0,0,0,0
644318063,1,0,0,1,0,0,1,1,0,0,0,0,0,0
644827467,1,0,0,1,0,0,1,1,0,0,0,0,0,0
645328073,1,0,0,1,0,0,1,1,0,0,0,0,0,0
645838927,1,0,0,1,0,0,1,1,0,0,0,0,0,0
646349935,1,0,0,1,0,0,1,1,0,0,0,0,0,0
646857931,1,0,0,1,0,0,1,1,0,0,0,0,0,0
647358934,1,0,0,1,0,0,1,1,0,0,0,0,0,0
647867935,1,0,0,1,0,0,1,1,0,0,0,0,0,0
648379465,1,0,0,1,0,0,1,1,0,0,0,0,0,0
648879956,1,0,0,1,0,0,1,1,0,0,0,0,0,0
649380125,1,0,0,1,0,0,1,1,0,0,0,0,0,0
649545167,1,0,1,1,0,0,1,1,0,1,1,1,1,0
650055046,1,0,1,1,0,0,1,1,0,1,1,1,1,0
650563935,1,0,1,1,0,0,1,1,0,1,1,1,1,0
651074173,1,0,1,1,0,0,1,1,0,1,1,1,1,0
651185281,0,0,1,1,0,0,1,1,0,1,1,1,1,0
651694042,0,0,1,1,0,0,1,1,0,1,1,1,1,0
