timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
28411711,1,0,0,1,0,0,1,1,0,0,0,0,0,0
28916022,1,0,0,1,0,0,1,1,0,0,0,0,0,0
29420575,1,0,0,1,0,0,1,1,0,0,0,0,0,0
29931327,1,0,0,1,0,0,1,1,0,0,0,0,0,0
30437930,1,0,0,1,0,0,1,1,0,0,0,0,0,0
30948930,1,0,0,1,0,0,1,1,0,0,0,0,0,0
31458143,1,0,0,1,0,0,1,1,0,0,0,0,0,0
31967934,1,0,0,1,0,0,1,1,0,0,0,0,0,0
32476139,1,0,0,1,0,0,1,1,0,0,0,0,0,0
32976975,1,0,0,1,0,0,1,1,0,0,0,0,0,0
33487010,1,0,0,1,0,0,1,1,0,0,0,0,0,0
33988291,1,0,0,1,0,0,1,1,0,0,0,0,0,0
34496925,1,0,0,1,0,0,1,1,0,0,0,0,0,0
35007402,1,0,0,1,0,0,1,1,0,0,0,0,0,0
35516350,1,0,0,1,0,0,1,1,0,0,0,0,0,0
35947150,0,0,0,1,0,0,1,1,0,0,0,0,0,0
36452994,0,0,0,1,0,0,1,1,0,0,0,0,0,0
