timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
29140124,1,0,1,1,0,0,1,1,0,1,1,1,1,0
29640245,1,0,1,1,0,0,1,1,0,1,1,1,1,0
30151196,1,0,1,1,0,0,1,1,0,1,1,1,1,0
30662066,1,0,1,1,0,0,1,1,0,1,1,1,1,0
31163008,1,0,1,1,0,0,1,1,0,1,1,1,1,0
31664967,1,0,1,1,0,0,1,1,0,1,1,1,1,0
32165010,1,0,1,1,0,0,1,1,0,1,1,1,1,0
32676666,1,0,1,1,0,0,1,1,0,1,1,1,1,0
33185780,1,0,1,1,0,0,1,1,0,1,1,1,1,0
33695243,1,0,1,1,0,0,1,1,0,1,1,1,1,0
34204966,1,0,1,1,0,0,1,1,0,1,1,1,1,0
34715013,1,0,1,1,0,0,1,1,0,1,1,1,1,0
35215143,1,0,1,1,0,0,1,1,0,1,1,1,1,0
35725005,1,0,1,1,0,0,1,1,0,1,1,1,1,0
36225218,1,0,1,1,0,0,1,1,0,1,1,1,1,0
36737274,1,0,1,1,0,0,1,1,0,1,1,1,1,0
37239218,1,0,1,1,0,0,1,1,0,1,1,1,1,0
37740204,1,0,1,1,0,0,1,1,0,1,1,1,1,0
38250932,1,0,1,1,0,0,1,1,0,1,1,1,1,0
38760928,1,0,1,1,0,0,1,1,0,1,1,1,1,0
38839334,1,0,1,1,0,0,1,1,0,1,1,1,1,0
39347971,1,0,1,1,0,0,1,1,0,1,1,1,1,0
39858152,1,0,1,1,0,0,1,1,0,1,1,1,1,0
40368929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
40869013,1,0,1,1,0,0,1,1,0,1,1,1,1,0
41370218,1,0,1,1,0,0,1,1,0,1,1,1,1,0
41872997,1,0,1,1,0,0,1,1,0,1,1,1,1,0
42374174,1,0,1,1,0,0,1,1,0,1,1,1,1,0
42883928,1,0,1,1,0,0,1,1,0,1,1,1,1,0
43393925,1,0,1,1,0,0,1,1,0,1,1,1,1,0
43850734,0,0,1,1,0,0,1,1,0,1,1,1,1,0
44354927,0,0,1,1,0,0,1,1,0,1,1,1,1,0
