timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
787907806,1,0,1,1,0,0,1,1,0,1,1,1,1,0
788409185,1,0,1,1,0,0,1,1,0,1,1,1,1,0
788920369,1,0,1,1,0,0,1,1,0,1,1,1,1,0
789422028,1,0,1,1,0,0,1,1,0,1,1,1,1,0
789932475,1,0,1,1,0,0,1,1,0,1,1,1,1,0
790442929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
790954063,1,0,1,1,0,0,1,1,0,1,1,1,1,0
791454349,1,0,1,1,0,0,1,1,0,1,1,1,1,0
791966246,1,0,1,1,0,0,1,1,0,1,1,1,1,0
792477000,1,0,1,1,0,0,1,1,0,1,1,1,1,0
792987068,1,0,1,1,0,0,1,1,0,1,1,1,1,0
793497311,1,0,1,1,0,0,1,1,0,1,1,1,1,0
794005975,1,0,1,1,0,0,1,1,0,1,1,1,1,0
794516221,1,0,1,1,0,0,1,1,0,1,1,1,1,0
795028143,1,0,1,1,0,0,1,1,0,1,1,1,1,0
795541494,1,0,1,1,0,0,1,1,0,1,1,1,1,0
796045064,1,0,1,1,0,0,1,1,0,1,1,1,1,0
796546687,1,0,1,1,0,0,1,1,0,1,1,1,1,0
797047027,1,0,1,1,0,0,1,1,0,1,1,1,1,0
797550457,1,0,1,1,0,0,1,1,0,1,1,1,1,0
798055214,1,0,1,1,0,0,1,1,0,1,1,1,1,0
798564212,1,0,1,1,0,0,1,1,0,1,1,1,1,0
799066213,1,0,1,1,0,0,1,1,0,1,1,1,1,0
799572092,1,0,1,1,0,0,1,1,0,1,1,1,1,0
800081818,1,0,1,1,0,0,1,1,0,1,1,1,1,0
800585095,1,0,1,1,0,0,1,1,0,1,1,1,1,0
800898372,1,0,1,0,1,0,1,1,0,1,1,1,1,0
801400109,1,0,1,0,1,0,1,1,0,1,1,1,1,0
801910968,1,0,1,0,1,0,1,1,0,1,1,1,1,0
802411134,1,0,1,0,1,0,1,1,0,1,1,1,1,0
802911954,1,0,1,0,1,0,1,1,0,1,1,1,1,0
803422929,1,0,1,0,1,0,1,1,0,1,1,1,1,0
803933336,1,0,1,0,1,0,1,1,0,1,1,1,1,0
804444012,1,0,1,0,1,0,1,1,0,1,1,1,1,0
804955107,1,0,1,0,1,0,1,1,0,1,1,1,1,0
805460989,1,0,1,0,1,0,1,1,0,1,1,1,1,0
805962970,1,0,1,0,1,0,1,1,0,1,1,1,1,0
806471021,1,0,1,0,1,0,1,1,0,1,1,1,1,0
806972007,1,0,1,0,1,0,1,1,0,1,1,1,1,0
807472099,1,0,1,0,1,0,1,1,0,1,1,1,1,0
807976938,1,0,1,0,1,0,1,1,0,1,1,1,1,0
808482456,1,0,1,0,1,0,1,1,0,1,1,1,1,0
808993005,1,0,1,0,1,0,1,1,0,1,1,1,1,0
809501937,1,0,1,0,1,0,1,1,0,1,1,1,1,0
810011936,1,0,1,0,1,0,1,1,0,1,1,1,1,0
810513012,1,0,1,0,1,0,1,1,0,1,1,1,1,0
811013221,1,0,1,0,1,0,1,1,0,1,1,1,1,0
811514316,1,0,1,0,1,0,1,1,0,1,1,1,1,0
812025054,1,0,1,0,1,0,1,1,0,1,1,1,1,0
812525263,1,0,1,0,1,0,1,1,0,1,1,1,1,0
813035059,1,0,1,0,1,0,1,1,0,1,1,1,1,0
813535100,1,0,1,0,1,0,1,1,0,1,1,1,1,0
814047457,1,0,1,0,1,0,1,1,0,1,1,1,1,0
814558109,1,0,1,0,1,0,1,1,0,1,1,1,1,0
815067969,1,0,1,0,1,0,1,1,0,1,1,1,1,0
815578945,1,0,1,0,1,0,1,1,0,1,1,1,1,0
816080312,1,0,1,0,1,0,1,1,0,1,1,1,1,0
816590929,1,0,1,0,1,0,1,1,0,1,1,1,1,0
816955973,1,0,1,0,1,0,1,1,0,1,1,1,1,0
817456216,1,0,1,0,1,0,1,1,0,1,1,1,1,0
817965933,1,0,1,0,1,0,1,1,0,1,1,1,1,0
818475320,1,0,1,0,1,0,1,1,0,1,1,1,1,0
818933433,0,0,1,0,1,0,1,1,0,1,1,1,1,0
819442986,0,0,1,0,1,0,1,1,0,1,1,1,1,0
819527273,0,0,1,1,0,0,1,1,0,1,1,1,1,0
