timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
546779409,1,0,1,0,1,0,1,1,0,1,1,1,1,0
547284109,1,0,1,0,1,0,1,1,0,1,1,1,1,0
547789834,1,0,1,0,1,0,1,1,0,1,1,1,1,0
548289932,1,0,1,0,1,0,1,1,0,1,1,1,1,0
548789972,1,0,1,0,1,0,1,1,0,1,1,1,1,0
549290149,1,0,1,0,1,0,1,1,0,1,1,1,1,0
549800932,1,0,1,0,1,0,1,1,0,1,1,1,1,0
550301976,1,0,1,0,1,0,1,1,0,1,1,1,1,0
550812093,1,0,1,0,1,0,1,1,0,1,1,1,1,0
551321929,1,0,1,0,1,0,1,1,0,1,1,1,1,0
551833807,1,0,1,0,1,0,1,1,0,1,1,1,1,0
552344412,1,0,1,0,1,0,1,1,0,1,1,1,1,0
552854103,1,0,1,0,1,0,1,1,0,1,1,1,1,0
553354254,1,0,1,0,1,0,1,1,0,1,1,1,1,0
553862933,1,0,1,0,1,0,1,1,0,1,1,1,1,0
554375405,1,0,1,0,1,0,1,1,0,1,1,1,1,0
554877936,1,0,1,0,1,0,1,1,0,1,1,1,1,0
555387971,1,0,1,0,1,0,1,1,0,1,1,1,1,0
555888137,1,0,1,0,1,0,1,1,0,1,1,1,1,0
556397928,1,0,1,0,1,0,1,1,0,1,1,1,1,0
556798581,0,0,1,1,0,0,1,1,0,0,0,1,1,0
557304184,0,0,1,1,0,0,1,1,0,0,0,1,1,0
