timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
23755986,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24258247,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24765073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25273677,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25779237,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26287073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26794215,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27301228,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27807073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28315092,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28822159,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
29329093,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
29836072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30343264,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30850072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
31357451,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
31864236,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32371075,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32878132,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
33386070,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
33827694,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
34328073,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
