timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
1507788857,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1508298933,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1508800120,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1509311130,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1509820949,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1510330930,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1510830973,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1511342179,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1511851964,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1512359930,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1512870006,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1513382690,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1513892221,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1514401971,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1514913071,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1515425291,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1515934969,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1516435198,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1516944448,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1517454056,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1517964935,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1518472970,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1518974225,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1519475694,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1519986043,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1520495983,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1521004979,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1521505931,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1522015011,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1522525018,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1523036315,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1523536327,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1524046933,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1524557143,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1525066934,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1525574930,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1526075017,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1526577304,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1527086875,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1527586977,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1528097020,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1528609204,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1529110652,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1529620183,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1530120931,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1530628009,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1531141219,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1531645015,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1532150367,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1532657952,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1533157962,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1533658273,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1534168026,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1534678215,1,0,1,1,0,0,1,1,0,1,1,1,1,0
1535188320,1,0,1,1,0,0,1,1,0,1,1,1,1,0
