timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
1792327315,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1792831885,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1793338067,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1793838111,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1794344177,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1794851100,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1795359269,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1795866071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1796375568,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1796882499,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1797388180,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1797894523,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1798401405,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1798908108,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1799415131,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1799921073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1800427071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1800669183,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1801176070,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1801683111,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1802192083,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1802700257,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1803206111,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1803713071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1804221140,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1804728072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1805237073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1805746071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1806255230,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1806761072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1807267072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1807776076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1808282069,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1808790072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1809298070,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1809805073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1810312305,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1810819225,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1811325071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
1811835078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
