timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
82225578,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
82730161,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
83236106,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
83745459,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
84252105,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
84758211,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
85265110,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
85773075,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
86279330,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
86786107,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
87292076,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
87800282,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
88310366,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
88816075,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
89323396,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
89830078,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
90336111,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
90842480,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
91349073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
91855075,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
92297432,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
92808095,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
