timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
481013121,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
481520094,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
482027106,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
482535288,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
483042072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
483551106,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
484057132,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
484564108,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
485070223,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
485578073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
486086415,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
486592106,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
487098108,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
487605131,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
488113154,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
488620072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
489127073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
489634075,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
490141071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
490649154,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
491157070,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
491664072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
492172077,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
492679461,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
493186172,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
493694122,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
494202070,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
494708694,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
495215474,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
495721089,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
496229072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
496735072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
497243107,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
497750293,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
498258071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
498765073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
499272287,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
499415129,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
499926481,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
