timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
211690549,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
212195525,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
212703153,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
213211241,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
213718073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
214224198,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
214731407,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
215239071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
215745071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
216252166,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
216759107,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
217267313,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
217775089,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
218282072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
218789209,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
219296244,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
219802076,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
220309370,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
220819139,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
221328071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
221834207,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
222342109,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
222849078,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
223358071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
223866360,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
224373130,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
224880084,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
225388102,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
225897944,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
226403075,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
226910128,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
227417263,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
227924130,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
228430072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
228937072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
229444210,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
229951111,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
230457072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
230964731,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
231470545,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
231978073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
232485189,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
232991072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
233498070,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
234004074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
234512075,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
235019391,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
235526327,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
235625913,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
236132166,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
236640074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
237148073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
237655489,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
238162220,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
238672624,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
239180138,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
239689099,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
240195074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
240637905,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
241138552,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
