timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
63389473,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
63892134,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
64399071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
64906411,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65413112,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65919082,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
66426475,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
66933115,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
67440941,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
67947074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
68454064,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
68960257,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
69466329,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
69974130,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
70482064,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
70988092,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
71495233,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72002584,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72508064,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73015336,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73455830,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73967288,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
